date,symbol,trades,buy_trades,sell_trades,buy_closer_to_ask_share,sell_closer_to_bid_share,trade_above_ask_share,trade_below_bid_share,spread_bps_at_trade_mean,spread_bps_at_trade_p50,spread_bps_at_trade_p99,top_imbalance_at_trade_mean,microprice_offset_at_trade_mean,buy_price_minus_ask_bps_p50,sell_price_minus_bid_bps_p50,trade_vs_mid_bps_p01,trade_vs_mid_bps_p50,trade_vs_mid_bps_p99
2025-11-16,btcusdt,4603647,2293277,2310370,0.9888020505154852,0.9883858429602184,0.290589395755148,0.3063825267228351,0.0339878256682655,0.0105907914118498,0.5240370557082832,0.0007419863201155,0.0001877748107727,0.0520254008817265,-0.0637678510118649,-3.3918077427225697,-0.0051815673000521,2.346371087612628
2025-11-17,btcusdt,6449711,3194158,3255553,0.980186953807545,0.9822411123394396,0.2965911185788014,0.3038491182008,0.0301962133035901,0.0106410883270207,0.4593758613294216,0.0035542045923536,0.0005525265955795,0.0537331365267807,-0.0540231002776787,-2.413830459700294,-0.0052220411917648,2.471796641531399
2025-11-18,btcusdt,7177879,3508578,3669301,0.9827978742385092,0.9836663713333956,0.2922331234616799,0.3026405153945894,0.0379916680471907,0.0109496104408719,0.5284873559393813,-0.0068767058416043,0.0010142291198109,0.055844395177278,-0.0547986642277607,-3.633873515360787,-0.0053519667394917,3.2296606861327417
2025-11-19,btcusdt,6320421,3139165,3181256,0.9852358827904872,0.9862447410708224,0.2955466099489259,0.3105777289202728,0.0266339837477994,0.0110202248683298,0.3924455355676192,-0.0046089156302111,-0.0009260076473267,0.0552772041232372,-0.0764566911070043,-3.2245860582846677,-0.0053994339236617,2.553015216190919
2025-11-20,btcusdt,7702463,3827349,3875114,0.9788801596091709,0.9822464577816292,0.3022592903075289,0.3193787493688707,0.0326680541204446,0.0112858091661388,0.4925716190546072,-0.0017691385628365,5.965210431574386e-05,0.0758720407207021,-0.1028657835826008,-2.9780122511353784,-0.0053907483979138,2.535110413008996
2025-11-21,btcusdt,12106305,5960745,6145560,0.9737195602227574,0.97499105044943,0.3328341719459405,0.3460017734560627,0.0868925639250371,0.0119206490085084,1.4645155094607272,0.0013638891431727,0.0051912262691874,0.1551629270398086,-0.1701467759033354,-5.137139810415702,-0.0057657424936788,3.7707345724528096
2025-11-22,btcusdt,3300917,1630158,1670759,0.9913082044807928,0.9915732909414224,0.2963128124699894,0.3029173408480128,0.0209543132438806,0.0118561446551398,0.2482470507353454,0.0011864225754459,0.0005428357806741,0.0597031321457186,-0.0595757255131852,-2.544083546036094,-0.0058718940619778,2.106072923216389
2025-11-23,btcusdt,3866414,1889026,1977388,0.990318291013464,0.9905334714279646,0.2907890877697008,0.2931589840094723,0.0265206289328221,0.0115634942805015,0.3425380930904357,-0.0205457003882957,-0.0009287882425165,0.068969599924631,-0.0462390326796663,-2.759785716178462,-0.0057065574054463,3.1036514779912943
2025-11-24,btcusdt,5760743,2855626,2905117,0.984981926904994,0.9868621470322884,0.3000090439722793,0.3109668318826235,0.0271996157446081,0.0115198282153158,0.4185691214589715,-0.005892999514186,2.389560020440852e-05,0.0804828973839712,-0.0913325417849701,-3.730827847487504,-0.0056212302627824,2.9485301833684443
2025-11-25,btcusdt,3934906,1970967,1963939,0.9890505523430884,0.9887287741625376,0.2840924281291598,0.2927277042958586,0.0206394667013586,0.0114640970265306,0.2639011357505044,0.0010778006412901,-0.0001733943913127,0.0454975095794072,-0.0570168336499668,-2.7004900678817925,0.0056614498296934,2.526609244765605
2025-11-26,btcusdt,3774838,1852989,1921849,0.987677746602921,0.9868231062898282,0.2856040444649545,0.2879999088702614,0.0232377862040947,0.0114194554394313,0.3441172017306801,0.0018176899657744,0.0004192235999348,0.0556792253015308,-0.0441794170314669,-3.1039294254791128,-0.0055358172917796,2.66867479316274
2025-11-27,btcusdt,2798297,1380487,1417810,0.9894819726661678,0.9893765737299074,0.2723317074635037,0.2676470724873021,0.0229604634426797,0.0109618172507017,0.3167299489473623,-0.0088920756983634,0.0003986737481743,0.0219780219777021,-0.0109638904275172,-2.538947899472379,-0.0054488489309805,2.922959378020987
2025-11-28,btcusdt,3370293,1692045,1678248,0.9874914674255116,0.9864870984502886,0.2782425741619497,0.2756309317913902,0.0328129889352183,0.0109565086872317,0.4736785445143912,-0.0052677943966703,-0.0015173001554691,0.0220458310795117,-0.0219370406928912,-2.3023511587939067,0.0053906960885495,3.142015860939163
2025-11-29,btcusdt,1422235,709227,713008,0.995426006060119,0.992399804770774,0.2521341409823271,0.2587371285336108,0.024088870183493,0.0110338557302695,0.2985974215572565,0.016253803064944,0.0003043882619798,0.0,-0.0110191623239215,-3.444706634139196,0.0054867336254863,2.108587290559885
2025-11-30,btcusdt,1670685,837872,832813,0.9920632268413314,0.991806083718674,0.2545291302669264,0.2578642891987418,0.0204791213802054,0.0109657238891936,0.2625518950223638,-0.0019338771520066,0.0010469545718771,0.0108968309842476,-0.0109437567499744,-2.253514330925883,0.0054441738088322,3.699057368719615
2025-12-01,btcusdt,6767867,3391195,3376672,0.982475204168442,0.984124013229594,0.3022919924401587,0.314303753309573,0.0353881770859152,0.0116351654248573,0.5385502461532669,0.0017795073590737,0.0013279665221193,0.0811712783545294,-0.1016854935469626,-3.368283743770229,0.0055331340670538,3.22918865344654
2025-12-02,btcusdt,5320364,2692076,2628288,0.9823207071419976,0.9820483904351426,0.306435612300211,0.2902615309779556,0.0315465903951287,0.011242517402666,0.4114262204222628,0.0034627894643685,0.0003390512703197,0.0806656064897888,-0.0572791487860257,-4.313339509031959,0.005435178431789,4.7782509308032814
2025-12-03,btcusdt,5434899,2728280,2706619,0.9848805841042708,0.9840967642656762,0.3131333259366917,0.3052570066159463,0.0396599481734515,0.0107787135503865,0.5521760337186045,0.0021226659211517,-0.0008403140395696,0.0968524044679283,-0.0854189800976883,-3.258759459528169,0.0053263394947978,3.6437656622709618
2025-12-04,btcusdt,4163902,2069849,2094053,0.9876638344149742,0.9871349961056382,0.3006394002548571,0.3061916442798125,0.0220047314729088,0.0107985471640931,0.3315669372152143,0.0122974317809666,-0.0001983962082575,0.0650750749438476,-0.0753103593699631,-3.250170079615962,-0.0053258061942226,3.000702838419149
2025-12-05,btcusdt,4515266,2239362,2275904,0.9848371991665484,0.985560463007227,0.290500050273893,0.3099582615952194,0.0285850303903448,0.0110818243111143,0.4506190241466755,-0.0002364504638427,0.0009446999096703,0.0542927071863999,-0.0782405270278647,-3.6381139387566335,-0.005406738093596,2.757181672812682
2025-12-06,btcusdt,1591698,784967,806731,0.9937691648183936,0.99382569902483,0.2573767134217672,0.2660215694183193,0.0213195586902509,0.0111693343681277,0.290469040468065,0.0128661736178032,-0.0002373222048091,0.0111669333709086,-0.0111685422378431,-3.3511541129409594,-0.0055552407572858,2.513103242293567
2025-12-07,btcusdt,3338858,1670309,1668549,0.9846986395930334,0.9852308802438526,0.3064616704274335,0.3022779046009144,0.0383556602598236,0.0111833868541824,0.5359062789239125,0.0018769127363365,-0.0016460516446442,0.0873412027760211,-0.067136623028513,-3.5114655267659045,0.0,4.243898480087913
2025-12-08,btcusdt,4053713,2029607,2024106,0.98821939419799,0.9879487536719916,0.3022219382575924,0.3063482787261949,0.0249107124726431,0.0110123001893367,0.2998146146296306,0.002211461594056,-0.0005957896810416,0.0652395160104101,-0.0663581381903808,-2.790525642562976,0.0054258947574907,2.9574671398601367
2025-12-09,btcusdt,4479556,2254597,2224959,0.9853588024822174,0.98386577011082,0.3004474104129963,0.2911237185113882,0.0264244147366137,0.0109681052988365,0.4324149320647016,0.0138978314444724,0.0010166024667684,0.0638778315185805,-0.0537420596106925,-3.462148293679702,0.0052980413144345,3.3300579821857346
2025-12-10,btcusdt,4231885,2080805,2151080,0.9852441723275368,0.9858591963106904,0.2922985856184655,0.3073254589857711,0.0328110898522028,0.0108295371299691,0.5513045649630024,-0.0067484321974403,-0.0002913844056893,0.054367859461258,-0.0652415732359299,-4.253125263456609,-0.0053383271607584,2.8239740820728056
2025-12-11,btcusdt,4805321,2410833,2394488,0.9863719303659771,0.9878700582337436,0.2982939121028543,0.3017176167835614,0.0241750520929578,0.0110839492782764,0.3440312724423521,0.0037720388214381,-0.0002448690864423,0.0660538338752486,-0.0665435610793166,-3.0912263951614465,0.0053514168414343,2.8617470549010893
2025-12-12,btcusdt,3756330,1850211,1906119,0.9861053685228334,0.9867201365706968,0.28854174154028,0.2985544401051025,0.0265118783398716,0.0110496077671914,0.4096987883448049,0.0031130629645808,-0.0003133448279643,0.0555280383276731,-0.0555506794403602,-3.446988349504686,-0.0054035360743213,2.5698151620214325
2025-12-13,btcusdt,932723,468016,464707,0.9962714949916244,0.9969034251689776,0.2108793285895169,0.2101492082858469,0.0166042801099517,0.0110853868540912,0.1331893408567282,0.0179986228251022,-0.0004232896286494,0.0,0.0,-1.7686534725484009,0.0055210246125464,1.9595108439212616
2025-12-14,btcusdt,2328825,1131988,1196837,0.9880511100824392,0.9878220676666916,0.2682056401833542,0.2969106738376649,0.0549566596073987,0.0112420624003342,1.27888140506535,0.0063231559959624,0.0058581055724231,0.0224514389405229,-0.0454328099845618,-4.763593233318974,-0.0055411976969574,2.359885328722124
2025-12-15,btcusdt,4934205,2489310,2444895,0.9819235049069822,0.9830933434769182,0.2980123444404924,0.30657299402842,0.029717867439426,0.0115006178696909,0.4365879046771099,0.0064008303743293,0.0006777220780416,0.0576441969586921,-0.0780978052282117,-2.683061791861667,0.0055656541260877,2.607717915778452
2025-12-16,btcusdt,4227432,2087309,2140123,0.9852647595540478,0.9847933973888416,0.3067233251770815,0.3101684426857723,0.0305167939242359,0.0114887527972262,0.4824115062032479,0.0073971513565461,0.0004507605777708,0.0814863102995308,-0.0803495895854408,-2.483395563620968,-0.0056902306709021,2.32175006331946
2025-12-17,btcusdt,5781931,2898930,2883001,0.97481105097398,0.9748165193144228,0.3176179376751469,0.3163866881150951,0.0410071113334659,0.0115282612432271,0.683030663037042,0.0010467844556222,-0.0004098447007995,0.1048756087877002,-0.104088600215831,-2.9171154909898878,0.0055431081984688,3.0034496435064275
2025-12-18,btcusdt,6086801,3053208,3033593,0.9796941446504792,0.9802616896861248,0.3124979771804598,0.3104988975325462,0.0431685849522019,0.0115576939864533,0.6960555475932382,-0.0038925195870554,-0.0004375701216623,0.1053312844441117,-0.1010308514553192,-3.678942996163152,0.0056026991566716,3.433779477081477
2025-12-19,btcusdt,5033784,2556468,2477316,0.9835104527027132,0.9822844562421588,0.3176997662196074,0.301335138734598,0.0343552867206818,0.0113869472552354,0.5659149429840695,0.0089047233582616,0.0009751748310684,0.1055116965592152,-0.0905890439348835,-3.070906245751863,0.0056502729650158,3.646414604713768
2025-12-20,btcusdt,923867,459876,463991,0.9946181144482426,0.993965400190952,0.2340737357217002,0.2349775454692071,0.0226595152474151,0.0113408708531418,0.2611934154278899,-0.0105525765392354,-0.0020701304070981,0.0,0.0,-3.2308544900356915,-0.0056527259143465,2.9350588538676714
2025-12-21,btcusdt,1874833,939804,935029,0.9896116637086032,0.989758606417555,0.2735107606917523,0.2765456976701391,0.0266088552326114,0.0113360241266039,0.4088223871145793,0.0123936223273118,0.0004307675254753,0.0225420691370467,-0.022696039881151,-3.459549318678612,0.0056184067999476,2.3707703815522483
2025-12-22,btcusdt,4177410,2092745,2084665,0.9841347130204589,0.979431707252724,0.3094896119844593,0.3026683997979609,0.0292601919338562,0.0112106303687928,0.4710833346415716,0.0007556941088975,0.00015753171948,0.0888999519943493,-0.0777800247575642,-3.164556962024987,0.0055412038379386,4.813909473525056
2025-12-23,btcusdt,3475721,1738952,1736769,0.9866672570605745,0.9874992011027374,0.2965810546934003,0.3015831823095122,0.0310324979088707,0.0114110245337964,0.4773833934226899,0.0044350105555855,0.0015956384569211,0.0684070171924871,-0.0793387230769245,-3.313486631992302,-1.6521398046720285e-12,3.066893424036611
2025-12-24,btcusdt,2265486,1130488,1134998,0.9887101853358904,0.9891162803811108,0.2736410642131534,0.284999333476349,0.025675058446366,0.0114775444701786,0.3915593621260958,0.0089101440868638,0.0010446038706021,0.0228974947847923,-0.0345603804393267,-2.848156983508308,-0.0056844601625481,2.119454524776606
2025-12-25,btcusdt,1544627,755650,788977,0.9876040494938132,0.9906030213808514,0.2585808742175295,0.2733210024167647,0.0264906986198916,0.0114057534048535,0.4543492582748358,0.0068918826683272,-0.0016162553857067,0.0114164634542817,-0.0114264428445065,-2.89635252294443,-0.0056575613876991,2.8406525384678387
2025-12-26,btcusdt,3606962,1807625,1799337,0.9806049374178826,0.9817410523987448,0.2856123796147561,0.2894122533034726,0.0251141728436562,0.0113922659036053,0.3581669908820858,0.0063118372762442,-0.0003124028093048,0.0448426471521254,-0.0457223851075538,-2.666284403669725,0.005588521623992,2.8354411048001493
2025-12-27,btcusdt,702865,336349,366516,0.993643507190448,0.9946687184188412,0.1957715919842359,0.1955126517894617,0.0220269061839805,0.0114314390873848,0.2969127921457226,0.0153181754861165,0.0003462995476308,0.0,0.0,-2.108321913257304,-0.0057040249885246,1.984253329451674
2025-12-28,btcusdt,886145,453109,433036,0.993771918015312,0.9911647068603996,0.2282594834931078,0.2190860412235018,0.0205282184952437,0.0113940572022485,0.2284612449767083,0.034104822221737,0.0004454078461131,0.0,0.0,-2.187251578475409,0.0056852293197407,2.330763225228898
2025-12-29,btcusdt,3903584,1947840,1955744,0.9843395761458846,0.9856049667032086,0.2707163468238419,0.276608368104798,0.0264424217256897,0.0113767648924208,0.4001471652342438,-0.0092882125588251,0.000189842307411,0.0114847614432749,-0.0224875250451537,-2.917580918447261,-0.0055394971690854,2.8897369487780886
2025-12-30,btcusdt,2751658,1340529,1411129,0.9866679497422286,0.9855668758844868,0.273882873525707,0.2798429165252368,0.0222203808095427,0.0113552296216231,0.3396650675990095,0.0059705039679691,0.0005347565968428,0.0340528318321738,-0.0224908630865436,-2.888967174601323,-0.0056169361863149,2.814268511917148
2025-12-31,btcusdt,2109520,1062970,1046550,0.9898002765835348,0.9899183029955568,0.2530490348515302,0.2631717167886533,0.0214011530749345,0.0113283062093075,0.2492313478654569,-0.0020002402832117,-3.739252510084561e-05,0.0,-0.0113662131356571,-2.7427038422736056,0.0056169424946817,2.2202663183899274
2026-01-01,btcusdt,1056983,535406,521577,0.9944826916396156,0.9928831217634212,0.229227906219873,0.2115984836085348,0.0182339780479299,0.0113719908991399,0.2033661619046496,0.0063231105567829,0.000190512464456,0.0,0.0,-2.3492819047282265,0.0056334219661668,2.185948290622017
2026-01-02,btcusdt,3761809,1858204,1903605,0.9841185359626824,0.984830886659785,0.2875119390697401,0.2880736369124536,0.0272485265337785,0.0111764124041713,0.4019988275040698,-0.0086293337288067,-0.0003061232859877,0.0556173526140155,-0.0336880686970365,-2.612061872179517,-0.005516109244156,3.1064731063387723
2026-01-03,btcusdt,1281323,644877,636446,0.9926621665837052,0.9922648582911984,0.2354043437915342,0.2278434087267613,0.0194544822091756,0.0111114753212267,0.1788286944042566,0.0019989211526486,0.0007888879518697,0.0,0.0,-2.311973360745001,0.0055162492156346,2.7650024934889
2026-01-04,btcusdt,1754310,888837,865473,0.9910613532064936,0.9890637836188996,0.272524810324287,0.2604465573359326,0.0277794412816646,0.0109579494176475,0.4497628597887616,0.0115698092418483,0.0017536766251944,0.0109743343233575,-0.0109586759295774,-2.405661727629088,0.0054611981872,2.417538999871072
2026-01-05,btcusdt,4065751,1985653,2080098,0.9846690232381992,0.9840300793520306,0.2767663341901656,0.2681885831178545,0.0279376959454546,0.0107535843046942,0.4059226247387311,-0.0148120557984741,0.0012665362418676,0.0323107692874194,-0.0106783758623664,-2.3709711043969457,-0.0053014623541417,2.51171322608768
2026-01-06,btcusdt,3600127,1809106,1791021,0.9858184097559788,0.9865992637718932,0.271257930623003,0.2778988074587368,0.0237578579562731,0.0107093383830527,0.3656027983677696,-0.0164041455470226,-0.0001027655981824,0.0108489051275471,-0.0216213177541385,-2.7040555392339223,0.0053014679767912,2.508869307701543
2026-01-07,btcusdt,3128471,1593347,1535124,0.9857024238913432,0.9882087701058676,0.2745363469886727,0.2809701608229707,0.0260597542622004,0.0109144747224389,0.4080793085589219,0.0120057324306924,0.0004613583785854,0.0109730217294163,-0.0329851566798142,-3.2002118157290687,0.0053728257504879,2.7424615152185168
2026-01-08,btcusdt,3683212,1820180,1863032,0.986443648430375,0.986779078405524,0.2700211120076715,0.2876410589452901,0.0271407586282237,0.0110594939956149,0.4387677646098697,6.169353217454134e-05,-0.0010320599429445,0.0221519022389026,-0.0438503213141865,-3.3472812576503594,-0.005473124223819,2.507566404072975
2026-01-09,btcusdt,3326504,1628255,1698249,0.986006491612186,0.9873081038175204,0.2894771808481216,0.2975778775555358,0.030873193326621,0.0110373753127932,0.4800239139195731,-0.0174256855236009,-0.0013308659591781,0.0661896598519801,-0.0554687777343888,-2.8353856124436154,-0.0054569901848782,2.7891144534225165
2026-01-10,btcusdt,599776,297638,302138,0.9961765634764378,0.9973257253308092,0.1845405618097423,0.194686016112682,0.0142280122175733,0.0110389958052721,0.0883578581616606,0.0300504921205811,0.0003220872744899,0.0,0.0,-2.248427481861303,-0.0055084278949994,1.2288586713347205
2026-01-11,btcusdt,1038353,509129,529224,0.9930371281148784,0.9925645851284144,0.2363733720613317,0.247699963307276,0.0304434029418299,0.0110227272091357,0.4072335688130725,-0.0113817613293788,0.0014442459361979,0.0,0.0,-3.3584862516422347,-0.0054891128938065,2.2450866087442103
2026-01-12,btcusdt,3781259,1834917,1946342,0.9858195220819252,0.9862793897475368,0.2817101394006599,0.2990350568421787,0.0274015933053622,0.0109434872851255,0.4012551695489718,0.0013003835931911,0.0005520564154885,0.0547401103779585,-0.0551228412517294,-3.620340778824407,-0.0054237052805097,2.319391634981621
2026-01-13,btcusdt,4315548,2167583,2147965,0.9827466814419564,0.981434055024174,0.2992141438352673,0.2850527905146693,0.0760428048905814,0.010801556504921,1.63005384611205,0.0047435752218719,-0.0023195797619778,0.0758982832889425,-0.0534367869528741,-4.709804776234199,0.0052187981110988,4.693736318646592
2026-01-14,btcusdt,4348837,2163505,2185332,0.9886577567419534,0.9864254035542426,0.293520773484957,0.2892315807651563,0.0299484733950804,0.0103736861084227,0.4199789088646608,-0.0061895115955842,0.001615432314416,0.0719564971574191,-0.0525152990195013,-4.576579499242325,-0.0051185455144046,3.824296119963455
2026-01-15,btcusdt,3798583,1916494,1882089,0.9886975904959786,0.9879160868588044,0.297555430538177,0.2901684654514591,0.0255909123850305,0.0103914403633492,0.378344009291059,-0.026884081776574,-0.0018643808791132,0.0727956817606316,-0.0623115076898445,-2.936685069893105,0.0051551653212967,5.291740220646692
2026-01-16,btcusdt,2400862,1157365,1243497,0.9894942390689196,0.991910716310534,0.265773293092231,0.284733150010288,0.0228678862782809,0.0104962468036324,0.3150089147522875,-0.0189114442121356,0.0008579804040167,0.0314650109081757,-0.0314095342597307,-2.5509241993126928,-0.0052273642064506,2.1872611800669355
2026-01-17,btcusdt,818622,392926,425696,0.9953044593638496,0.9957504886115912,0.2172932073655484,0.2304482410685273,0.0169086795650079,0.0104958832528023,0.1259348035518956,-0.0057005769714535,-0.0009323766347731,0.0,0.0,-2.776745465350168,-0.0052366494244304,2.89204535315001
2026-01-18,btcusdt,1329656,659635,670021,0.9849644121370152,0.9875496439663832,0.242625160191809,0.2664741858044486,0.0718228125745771,0.010523430154765,1.2671578766900111,0.010844747838961,0.0078884419941334,0.0,-0.0105363086470242,-5.144526543624519,-0.0052392229187616,2.2651663662214725
2026-01-19,btcusdt,2825417,1430265,1395152,0.9854754188909048,0.9870687925043292,0.2877989337503101,0.298213679609063,0.0631954575562084,0.010791473657292,1.326548165292529,-0.0005839797113567,-0.0012822597861068,0.0535738585285832,-0.0754826441135984,-2.931007020329417,0.0053617347987696,2.794833381618837
2026-01-20,btcusdt,4631076,2314768,2316308,0.9854218651718012,0.9850969732867996,0.2949122406974103,0.3149622247615888,0.042379230030552,0.0110438357456738,0.6569892899405151,0.0110862490821255,0.0003497050968077,0.0670648830394946,-0.1096264041773362,-3.7158329442700713,0.0,2.7911396163673965
2026-01-21,btcusdt,5516112,2727362,2788750,0.9853961446995302,0.986245091887046,0.3159324901307297,0.3228799560269987,0.0288185347235567,0.0112123901402525,0.5017206230032215,0.0016277988799755,-7.875032207900225e-05,0.1129714368667958,-0.1137138311838943,-3.037163841183613,-0.0055396935666331,3.0570648377175043
2026-01-22,btcusdt,3188220,1600939,1587281,0.9900658301159508,0.9900969015568132,0.3050758730576936,0.3079768648336689,0.0225027558297211,0.0111763124769358,0.3149825972118314,0.0077189750129514,0.0003766534960036,0.0785899613670936,-0.0898101413614892,-2.735927802710397,0.0055421804271148,2.499326024442847
2026-01-23,btcusdt,3316204,1638748,1677456,0.9886437695118468,0.9888724354021804,0.2937189630071009,0.3048678549329293,0.0249393226086891,0.0111650694110951,0.3624682771611385,-0.0128257017856414,0.0001187705100227,0.0771375362267722,-0.0782056495758002,-3.234966592427941,-0.0054998058571733,2.816568337756182
2026-01-24,btcusdt,704903,352726,352177,0.9947863213939432,0.995130289598696,0.203569852873374,0.2163460788221925,0.015882300925796,0.0111788112346852,0.111422847477721,0.032235244574283,0.0003298092165167,0.0,0.0,-2.6922947754931665,0.005562112667084,1.7494147260602722
2026-01-25,btcusdt,2890811,1420582,1470229,0.988155558778022,0.9880113914226968,0.278975692288427,0.3117543831125591,0.0440774159479511,0.01143882715484,0.7514550903102448,-0.0020435457067686,-0.0026199523986643,0.0563433292033851,-0.1010780535954226,-4.997105722581487,-0.0056116722786655,3.2466016055299303
2026-01-26,btcusdt,3655855,1832768,1823087,0.9891290114187938,0.9888211588366326,0.2986234410281589,0.2977325413617334,0.0257318174746655,0.0113954335085936,0.4113237426353993,0.0109382918448062,0.0007610492906927,0.0795332986034879,-0.0792808546925873,-2.976928518289873,0.0056366100077909,2.695066043302619
2026-01-27,btcusdt,3132674,1585481,1547193,0.9901228712296142,0.9911181087298094,0.3025469614776386,0.2954214195284922,0.0232533840639011,0.0113336087390361,0.2954169469346879,0.0027839083952242,5.94194729799872e-06,0.079638033759369,-0.0783149311888195,-2.697135018011184,0.0055945495663564,3.272780347598933
2026-01-28,btcusdt,3491626,1749774,1741852,0.9876612636831956,0.9887516275780032,0.3087289417595126,0.3099532996947554,0.0321042064860813,0.011187515626584,0.4714630170935753,-0.0017623797510764,0.0008272455421572,0.0896382647827964,-0.0896843391528935,-3.618409205504116,0.0055237266156248,3.137678654724797
2026-01-29,btcusdt,5246035,2590780,2655255,0.9806062266962072,0.9830656565941878,0.3002789725954936,0.3258992744043835,0.0417459120683836,0.0117666508412061,0.736147715634657,-0.0027500970285527,-0.000247362946364,0.1053094078172932,-0.1363465930391757,-3.883704048747381,-0.0056355935072226,3.0827805858809825
