date,symbol,source,side,size_bucket,events,notional_sum,notional_p50,notional_max,spread_bps_at_event_mean,mid_ret_before_5s_bps,mid_ret_after_5s_bps,signed_mid_ret_after_5s_bps,mid_ret_before_30s_bps,mid_ret_after_30s_bps,signed_mid_ret_after_30s_bps,mid_ret_before_120s_bps,mid_ret_after_120s_bps,signed_mid_ret_after_120s_bps,mid_ret_before_300s_bps,mid_ret_after_300s_bps,signed_mid_ret_after_300s_bps,trade_notional_before_1s,trade_notional_after_1s,signed_trade_notional_before_1s,signed_trade_notional_after_1s,trade_notional_before_5s,trade_notional_after_5s,signed_trade_notional_before_5s,signed_trade_notional_after_5s,trade_notional_before_30s,trade_notional_after_30s,signed_trade_notional_before_30s,signed_trade_notional_after_30s
2025-11-01,btcusdt,bybit,buy,03_100k_1m,3.0,391645.91300000006,130723.0398,150251.17320000002,0.0090706431924141,1.3508162805974582,0.2325003590827448,0.2325003590827448,2.41308797550221,0.3434397276544733,0.3434397276544733,7.158190712677302,-1.047372325214052,-1.047372325214052,14.076190189014744,-10.739828410168949,-10.739828410168949,547635.3173680305,1015669.0920996666,317605.0615000228,839299.2739666054,3121746.8932370343,2340707.749229908,2280866.713500008,1088359.1837000698,7808709.786540508,7424813.496853034,4855253.168999891,2074558.1520665388
2025-11-01,btcusdt,bybit,sell,00_<1k,30.0,11701.3472,381.5622,987.6527999999998,0.0200418156970991,-1.8431730307632876,-0.427390253494986,0.427390253494986,-3.733061507705147,-0.0941049918733271,0.0941049918733271,-5.818466408646366,1.046932054600275,-1.046932054600275,-10.45995033682732,1.7886209754470983,-1.7886209754470983,933015.413313824,421514.1829424336,-480092.2486266586,-260569.5161166694,3102418.177670709,2885482.438063478,-1904414.6553566305,-1042086.8752966909,7867914.379625011,7352133.140029079,-4214118.9418033,-2121164.186896723
2025-11-01,btcusdt,bybit,sell,01_1k_10k,21.0,58269.9586,2731.9500000000003,7207.1802,0.009101790456239,-2.3685443898827594,-0.3592813823997207,0.3592813823997207,-4.849657103688621,0.3230667001008823,-0.3230667001008823,-6.819473385967701,4.080424206002986,-4.080424206002986,-12.901086429755631,5.318286988217953,-5.318286988217953,1047582.457134156,490215.7588476312,-660259.11412381,-156984.78776190695,4262501.878206381,1889122.054704723,-2390772.9434714145,-675135.5351809935,9680846.57181805,7350410.194308855,-5250893.125857122,-1856960.4851571952
2025-11-01,btcusdt,bybit,sell,02_10k_100k,3.0,107579.727,21966.5061,67227.77130000001,0.0090900363725646,-0.2482698080071933,-0.6706941699830754,0.6706941699830754,-0.909695732490192,-0.1842921771746769,0.1842921771746769,-2.300500311268262,3.744082427012008,-3.744082427012008,-5.288432396146399,3.5925372796217765,-3.5925372796217765,26964.03369951248,6087.873866717021,-26817.07549997668,-2268.317533339063,313593.72312982875,766091.0332383314,-258286.42039994648,-545175.5812333623,1882882.712420543,2191943.2043713727,-562727.4280999353,-620079.3561667353
2025-11-02,btcusdt,binance,buy,00_<1k,142.0,53672.66586,332.20935000000003,999.9396,0.0285109162482355,1.6774012172968942,-0.0686238419601319,-0.0686238419601319,3.8496104303895,-0.7636653913887141,-0.7636653913887141,6.789410057778934,-0.876478358816188,-0.876478358816188,11.702770053135165,-0.8060796486915163,-0.8060796486915163,801700.9866182554,553377.8444615984,312838.95648172346,52369.86502253954,2711789.654269832,1728171.6736524468,1627391.7093514577,345054.68475286226,6980933.5225766525,6606056.994827489,3311092.2961613126,722991.2847994016
2025-11-02,btcusdt,binance,buy,01_1k_10k,112.0,405811.22553,2876.6237,9894.2012,0.0166199627036227,1.757423382891115,0.0647301479946953,0.0647301479946953,4.265998231513417,-0.0321520598860359,-0.0321520598860359,8.458527150738282,0.340945184612741,0.340945184612741,12.798375113660365,1.3238907963607665,1.3238907963607665,650524.5366297954,510046.6104358887,92855.22230983476,156147.67925716282,3593120.941182493,1941155.338307875,1956733.1293411015,575138.2115794613,9390505.667053867,8547887.72408787,3950433.203767989,1737626.9083161522
2025-11-02,btcusdt,binance,buy,02_10k_100k,32.0,887033.1134,21114.773200000003,83270.775,0.0163528347967679,2.160554859387036,-0.1215629979228849,-0.1215629979228849,6.6736228679245855,-1.1458108963158715,-1.1458108963158715,10.575067254711392,0.0742384758444823,0.0742384758444823,16.938265400727936,-3.404942325690071,-3.404942325690071,1504072.8710973524,880173.915776357,811146.1733656432,394602.40685628855,4158531.8149839137,2275428.489266429,2683660.3045093524,444867.69080322055,12369322.954579275,7719693.389973374,5806888.124759647,537669.5083032675
2025-11-02,btcusdt,binance,buy,03_100k_1m,6.0,1333438.13506,231922.3488,313756.0497,0.009042951110929,0.665482166965108,1.379746257974488,1.379746257974488,3.244025073321158,-0.745375687119458,-0.745375687119458,9.172125885393752,-0.5780950767132936,-0.5780950767132936,17.080338713715218,-4.539521372842195,-4.539521372842195,898900.0561320782,548851.4209470352,209396.8038000154,458644.9371833491,4624489.143974145,1945544.9194248917,2928982.1401500315,715032.8779667044,9456946.081541458,4649265.7480203705,4753755.707350026,-11122.347116642944
2025-11-02,btcusdt,binance,sell,00_<1k,219.0,76303.113,219.7828,989.5086,0.011442442944377,-1.598454827652461,0.2061467657649822,-0.2061467657649822,-3.7374930433550473,0.0615670603330254,-0.0615670603330254,-6.7060753288912025,0.5108207785080878,-0.5108207785080878,-10.258028786396792,-0.422838396426195,0.422838396426195,732628.4868462223,719312.3966866274,-349640.27025389514,-263305.4615936133,3619559.123801952,2379533.350524769,-2319180.111448919,-688872.88013567,8525395.48705031,10393671.28841484,-4294631.625813839,-3208316.9373302995
2025-11-02,btcusdt,binance,sell,01_1k_10k,115.0,395246.71735,2428.5052,9845.298,0.0521890922273853,-1.910858834565382,0.0950245552456349,-0.0950245552456349,-4.261039643986834,-0.80790941884042,0.80790941884042,-7.572412277132137,-1.002607313674644,1.002607313674644,-11.00851882993357,-1.1932295775124129,1.1932295775124129,937221.3671933204,537768.534161458,-387696.61390782753,-222778.7311391603,3738520.1713664713,2219375.97205548,-2190858.7388322083,-652388.7309200652,8804565.758741584,10642892.425368486,-4580650.898816624,-3764517.307276729
2025-11-02,btcusdt,binance,sell,02_10k_100k,38.0,851450.2054,18711.4154,75060.65520000001,0.0095522161736866,-2.431858033589293,0.0622477866896234,-0.0622477866896234,-4.84508756120885,-0.2085082442886078,0.2085082442886078,-9.130610399585676,0.9061478658876418,-0.9061478658876418,-13.226853108918988,0.2994101039177236,-0.2994101039177236,757238.0047418,808564.046081963,-548498.4415368263,-417736.6722658062,4975067.893171351,2918602.0319184703,-3592471.94986056,-1026918.275731685,10304719.8068309,13418938.151927844,-6091280.060047416,-4341830.039958236
2025-11-02,btcusdt,binance,sell,03_100k_1m,2.0,562154.5704000001,281077.28520000004,297386.06080000004,0.009064362168309,0.0675474330869028,1.61829157452342,-1.61829157452342,-3.4429350272459565,2.726917351751859,-2.726917351751859,-5.9979454317757614,3.7662903407187134,-3.7662903407187134,-17.77621379063453,-7.977088316521158,7.977088316521158,484057.48124814034,59437.69360041618,-439365.5371499993,-32738.436200000346,1832447.8796527383,1444114.4099571705,274998.5564499684,78813.87664994225,6165320.596106529,7538342.620860338,-2615733.947500132,750573.5135501996
2025-11-02,btcusdt,bybit,buy,00_<1k,141.0,57623.4692,333.8361,999.9558,0.0160138981561747,3.6398521490732296,-0.5897651372504387,-0.5897651372504387,7.250821677547847,-1.4943296091152949,-1.4943296091152949,11.9737988839554,-1.1782548811955382,-1.1782548811955382,18.345115571193848,-1.582349013959149,-1.582349013959149,2197389.1195537783,1719606.5325150888,1031145.2615184486,524719.7492113578,8047585.896556266,4024879.838202894,5296385.419471681,1071473.9729376575,15525100.237576576,12798136.95459972,8101526.324600149,1568389.0169830434
2025-11-02,btcusdt,bybit,buy,01_1k_10k,90.0,298747.2558,2778.74125,9947.457,0.0213751972042009,4.221479586532299,-0.8096900651147246,-0.8096900651147246,6.991804079702811,-1.460708480661577,-1.460708480661577,12.018185395073218,-2.695945858924596,-2.695945858924596,17.895550313168737,-2.8657993004447944,-2.8657993004447944,2077034.4825723087,1689493.0769412597,935455.6003611227,481304.8651300269,9320571.413807573,4310115.4998920495,6630337.741801162,1011265.8754189718,15644458.382355489,12587849.85921716,8679790.432961313,1921842.7967134255
2025-11-02,btcusdt,bybit,buy,02_10k_100k,31.0,879026.0525,24162.357,75798.36660000001,0.0227296247889991,4.140199653650198,-0.6087343290312988,-0.6087343290312988,7.882114629569242,-1.2023298312153816,-1.2023298312153816,13.333208467332645,-0.4074204784440207,-0.4074204784440207,21.68398443565974,-1.2108612352008938,-1.2108612352008938,1429164.633781783,1716231.7886360767,760473.3505870762,406891.9536871259,8830754.237632232,4024198.914856111,6207231.3129162025,1120271.5953807766,14959829.868849184,12070413.043735124,8209745.236916396,2091563.4498229243
