date,symbol,source,side,size_bucket,events,other_liq_notional_prev_1s,other_signed_liq_prev_1s,other_liq_notional_next_1s,other_signed_liq_next_1s,other_liq_notional_prev_5s,other_signed_liq_prev_5s,other_liq_notional_next_5s,other_signed_liq_next_5s,other_liq_notional_prev_30s,other_signed_liq_prev_30s,other_liq_notional_next_30s,other_signed_liq_next_30s
2025-11-02,btcusdt,bybit,sell,03_100k_1m,5.0,3810.3178999999536,-3810.3178999999886,4842.597079999978,-4842.597079999978,4250.248419999936,-4250.248419999994,9720.068551999935,-9720.068551999948,42491.56871999977,-40229.07000000004,11214.994163999892,-11214.994163999929
2025-11-03,btcusdt,binance,buy,00_<1k,258.0,5471.852725193669,2935.4746608527794,4134.448389534788,-884.474877907021,15030.140716278973,11070.463445736365,21751.50269883696,-1612.0212158915738,185722.814657364,-82791.01186744182,97437.31581472776,-38302.64138217025
2025-11-03,btcusdt,binance,buy,01_1k_10k,187.0,7801.241603743404,299.25646577550367,8464.600964171164,-2658.3723310160844,29611.9317711228,2116.925425668411,22529.161818181696,2777.4735732617746,161140.58466898263,-35797.03717700516,86362.15805454519,25193.10297647036
2025-11-03,btcusdt,binance,buy,02_10k_100k,71.0,12471.196995774468,12417.854353520914,16116.659790140791,15366.843426760384,45587.63026478855,41046.40197464792,25180.07033380283,22433.25199014058,183769.10628732317,44917.61261971772,247978.5678168997,-106949.90148732282
2025-11-03,btcusdt,binance,buy,03_100k_1m,5.0,21499.97088000029,21499.97088000029,2864.349799999595,2864.349799999595,22593.318840000036,22593.318840000036,12461.059819995611,12461.059819995611,28745.93563999906,28745.93563999906,186312.2979199976,186312.2979199976
2025-11-03,btcusdt,binance,sell,00_<1k,801.0,32804.34145805243,-32399.93165181028,28560.63401285895,-28452.323011360797,145001.9499730335,-144090.03780649175,117250.2121850188,-115869.18761398252,392020.6516260917,-387381.50777365774,378187.68917640345,-372905.6363254675
2025-11-03,btcusdt,binance,sell,01_1k_10k,574.0,34515.38839250854,-34342.463046864,28166.16025522638,-27859.368066376315,132691.63142543525,-131076.54021498247,151645.39805505166,-150569.70522857105,405195.12575069576,-397889.7309987797,457178.6676656785,-453824.15663815255
2025-11-03,btcusdt,binance,sell,02_10k_100k,203.0,35218.49959310365,-34993.75531132991,29700.27713990123,-29670.88921576334,132258.64972857124,-131627.18013251194,125963.54808374362,-125358.79515665004,291903.39316157595,-287517.4411448272,459821.3742665009,-456910.4184773388
2025-11-03,btcusdt,binance,sell,03_100k_1m,24.0,14598.038749999934,-14598.038749999936,7804.7949958333,-7804.794995833302,36200.432716666175,-36200.43271666649,16745.938637499716,-16745.93863750003,76074.80184583302,-74728.57031249967,251294.7503083332,-251103.9115833336
2025-11-03,btcusdt,binance,sell,04_>1m,1.0,2659.722099997103,-2659.722099997103,0.0,0.0,76507.14479999617,-76507.14479999617,1030730.6798999906,-1030730.6798999906,117711.21409999208,-117711.21409999208,5912681.213899959,-5912681.213899959
2025-11-03,btcusdt,bybit,buy,00_<1k,204.0,4105.433228970567,3174.6467337745,4472.487580784277,3739.133780980428,18377.534903087944,11669.995162597785,21462.66394661706,18210.284160146603,65743.84572034299,46281.81775495054,49773.39432102708,35388.90855416445
2025-11-03,btcusdt,bybit,buy,01_1k_10k,178.0,4608.416471910122,3707.862865168504,7424.407154325728,5204.797691404414,32645.35560702205,26414.011685112167,22900.11232898805,17461.01623224666,87989.80600207845,70397.4545741005,51649.90304982894,35078.61723600887
2025-11-03,btcusdt,bybit,buy,02_10k_100k,51.0,8954.825460784365,8708.509817647035,7144.044488235304,6924.868115686282,22810.783411764605,18932.72721176457,25522.16697646957,23618.45854509726,93369.69324882372,80398.33892333331,67225.7329027412,64521.66873646677
2025-11-03,btcusdt,bybit,buy,03_100k_1m,11.0,10795.565000000071,10795.565000000155,17124.178172727625,17047.553445454687,27070.479963636364,26955.496472727085,40841.07046363596,39673.23151818146,148040.7019718181,147042.4771899995,110796.02255817858,86597.39429636113
2025-11-03,btcusdt,bybit,sell,00_<1k,1977.0,4662.295680217253,-4501.811324627997,11765.574523333224,-11661.465482766716,99677.6663039042,-98925.12128690872,82688.92467303983,-81623.47100859885,1073347.554610389,-1060789.50421919,171430.07602329247,-164589.6239470164
2025-11-03,btcusdt,bybit,sell,01_1k_10k,1728.0,4848.371249316802,-4673.953251168686,12762.387198587818,-12680.75148956005,78159.51057841929,-77415.47569045633,50351.89060956007,-49612.73718490736,1054283.7034489985,-1038269.0979963362,97654.71861646949,-91370.04931704958
2025-11-03,btcusdt,bybit,sell,02_10k_100k,621.0,5438.405266328187,-5312.446431223523,7263.679627487748,-7234.338890611756,134301.91620996696,-133784.17466246287,81571.56347673091,-80906.24865644114,1335349.6745411907,-1323342.2942799989,155051.0807220127,-149333.5585226579
2025-11-03,btcusdt,bybit,sell,03_100k_1m,89.0,5680.140156404061,-5039.497338426694,5211.620026853605,-4821.626197640115,291579.05290696525,-290725.41992044856,24492.760781460373,-23659.844943258235,883237.1198514608,-853868.9812312355,54384.91440539199,-45486.617027866334
2025-11-03,btcusdt,bybit,sell,04_>1m,11.0,874.9330299997872,-874.9330299997872,2433.8997090904213,-2433.8997090904213,8849.436498180836,-8849.436498180836,8216.059060908177,-8216.05906090822,1144186.5097809078,-1144089.0398718168,21128.65057454597,-20838.99201090977
2025-11-04,btcusdt,binance,buy,00_<1k,500.0,8620.806545399815,8382.909157799622,8557.875135400172,3817.6105949998896,20429.719047999537,15087.034014799585,17848.350307000186,10329.208115800317,84482.26532939836,26908.811683399224,73792.96366300069,14929.788595001515
2025-11-04,btcusdt,binance,buy,01_1k_10k,389.0,6631.034308225882,5461.655365810155,1930.4218570691548,1712.5956719792655,34460.99230616951,22401.452166837964,21802.74905449833,7321.878331105124,106746.98454370083,35331.96542133693,73480.98047994885,-9366.053351412924
2025-11-04,btcusdt,binance,buy,02_10k_100k,135.0,4666.954151852291,4588.37679037093,2023.1622651852408,2021.6131185187269,11504.125657778017,11150.486733333762,9156.97139703718,7670.607462222362,52819.66966666592,30951.38590814743,79327.43377481384,6413.72252000055
2025-11-04,btcusdt,binance,buy,03_100k_1m,23.0,4480.740369564489,4480.740369565137,380.23628260843134,380.23628260843134,9180.88709565155,9180.88709565414,597.8542086936776,589.1492086954657,64641.97018260552,-21667.946043477,16941.062995647942,-2461.189830436179
2025-11-04,btcusdt,binance,buy,04_>1m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1890.429099999368,1890.429099999368,41375.24780000001,41375.24780000001,148396.87409999222,148188.35049999505
2025-11-04,btcusdt,binance,sell,00_<1k,1485.0,38082.36229340078,-37931.35914579136,37154.31188962962,-37062.74723858591,146755.8199074753,-145971.0807222899,134312.23067097663,-133531.71800673392,434373.7984951533,-428360.6760964997,486290.6279382488,-484106.54160289565
2025-11-04,btcusdt,binance,sell,01_1k_10k,1108.0,52187.139096570376,-52018.87806895292,50789.05769413361,-50588.74205749108,202805.10973953013,-201545.8807855592,174384.79506985593,-173817.94515198626,630177.8744092974,-626937.5763935922,582743.4170749101,-580502.4524889899
2025-11-04,btcusdt,binance,sell,02_10k_100k,396.0,50341.96822045503,-50223.0573578288,44422.75446186912,-44369.170094191846,272146.71350050607,-271249.8452797986,159608.627927525,-159252.36990580815,609087.8017383848,-606084.9840499997,515955.42294696777,-514475.8277732323
2025-11-04,btcusdt,binance,sell,03_100k_1m,55.0,33191.67644727097,-33099.7429745439,39390.45796363606,-39361.04164363589,111726.08948181506,-111545.97878726965,283756.3915163638,-283726.97519636404,451658.3649490919,-447442.0261454544,682500.0220690853,-679418.7210618139
2025-11-04,btcusdt,binance,sell,04_>1m,5.0,268908.19033999817,-268908.19033999817,74200.78578000143,-74200.78578000143,297030.0922399983,-296988.927319999,82685.58336000144,-82318.61687999964,302892.6017999977,-302604.5556800038,263458.7869800001,-260375.9257799983
2025-11-04,btcusdt,bybit,buy,00_<1k,449.0,4207.558952204963,2408.565456258432,4414.84398073484,2449.332693429772,37598.69525812923,6861.474965078141,14483.80718538972,6449.554385835067,118739.01763554552,24594.204204321075,62789.055830689984,33678.011546948626
2025-11-04,btcusdt,bybit,buy,01_1k_10k,328.0,3087.735405884214,2678.103726615944,4085.228448384124,2712.2317471645333,18181.432570884142,15611.442252957466,12961.438101310734,9652.539073688937,79430.12107234755,63996.40852893335,56701.805618048056,43187.539232560994
2025-11-04,btcusdt,bybit,buy,02_10k_100k,123.0,2157.932270731674,2053.880834959387,7937.025700324946,7617.561542601666,7081.333396178663,6071.538618943201,20639.36045918653,19455.46356650431,55688.58972715437,41695.95191252074,64412.43041032457,58841.044622845766
2025-11-04,btcusdt,bybit,buy,03_100k_1m,18.0,56.55983333331015,56.55983333331015,1034.941233333349,1034.941233333349,2921.85788333308,2888.8459499999685,8561.26375611096,6589.851089444277,189490.4227933341,189235.4404377778,43795.56732833415,18273.925968333104
2025-11-04,btcusdt,bybit,buy,04_>1m,2.0,418.4592000003904,418.4592000003904,156.5958000002429,156.59579999977723,1202.746199999936,1202.746199999936,7220.788050000556,7220.78805000009,1620.907800000161,1620.907800000161,16948.82090000063,16638.04910000041
2025-11-04,btcusdt,bybit,sell,00_<1k,4907.0,18631.961522353795,-18611.916363641685,18440.654497568798,-18412.443061554965,55833.69178532281,-55616.28076445503,50860.726887872406,-50694.47168234584,121065.96161203932,-117934.33693143366,128696.08736305436,-127421.3875170438
2025-11-04,btcusdt,bybit,sell,01_1k_10k,4401.0,18385.37421685073,-18377.33297295156,19559.427941858678,-19521.801091647387,55333.81079477597,-55152.91487553073,52738.40994121335,-52564.1883400048,119605.03410400527,-118435.65385226416,130905.25507446668,-129842.954534777
2025-11-04,btcusdt,bybit,sell,02_10k_100k,1513.0,14406.197582465293,-14404.046423839984,17619.866599253168,-17594.29432951097,52665.50827449416,-52501.789518777456,54899.99339846658,-54772.61306542002,117587.14843494308,-115437.72791368925,140676.70351039586,-139729.24698914174
2025-11-04,btcusdt,bybit,sell,03_100k_1m,234.0,12347.072734444491,-12346.223749828989,14338.936732051374,-14338.93673205128,52104.56629525632,-52020.38656534203,51012.322213675296,-50944.38470615405,120251.54310687956,-119276.89981970194,121281.32967640951,-118753.32213632567
2025-11-04,btcusdt,bybit,sell,04_>1m,22.0,12032.904850000092,-12032.904849999795,2865.590275454421,-2865.590275454569,133231.79983,-133231.79983000015,22810.620256818274,-22810.62025681855,204982.4839013641,-203019.845965001,95247.52775499856,-95238.37800954658
2025-11-05,btcusdt,binance,buy,00_<1k,407.0,7248.923077395559,7248.4242307125405,8330.873762899244,8329.420400737106,19604.617821375927,19574.49393194104,17153.541748157175,17131.719316216226,54727.228734889424,54683.90563955775,52941.35859631439,52901.550198771525
2025-11-05,btcusdt,binance,buy,01_1k_10k,343.0,8749.489258892145,8744.675395335276,10148.661972011638,10148.661972011663,26570.508922157424,26482.15207142858,26654.28337959181,26634.70607055394,70391.30319708459,70261.5692239067,60472.566990962,60330.982706997085
2025-11-05,btcusdt,binance,buy,02_10k_100k,134.0,4046.263268656744,4043.24112537314,4912.060053731367,4912.060053731337,14125.310620149348,14114.825267910468,34627.75349552241,34627.753495522404,48217.14441492549,48202.12369253734,78804.9006955223,78719.91895970152
2025-11-05,btcusdt,binance,buy,03_100k_1m,17.0,797.5563882352127,797.5563882352811,7327.244776470641,7327.244776470552,9251.64833529414,9251.648335294083,66157.41251764692,66157.41251764708,104635.58511764689,104635.58511764705,83317.95479411741,82934.28345294116
2025-11-05,btcusdt,binance,sell,00_<1k,579.0,4945.889284974065,-4936.507511917099,3879.689205181341,-3878.658188601035,12858.447483937784,-12781.177927806562,16342.851030569942,-16323.38131485319,43758.20382728836,-42831.20409499136,50591.23225751292,-47386.682891364406
2025-11-05,btcusdt,binance,sell,01_1k_10k,338.0,8546.934393195274,-8546.934393195264,10137.49537100592,-10125.631726035504,27153.03313224854,-27082.93301153845,25430.85566952666,-25417.225874852065,68991.57493491124,-68504.834204142,69525.04236656806,-69445.06166656803
2025-11-05,btcusdt,binance,sell,02_10k_100k,82.0,5854.537689024379,-5854.537689024386,2674.550674390277,-2674.550674390249,18002.89871707316,-18002.89871707316,11672.405951219494,-11646.847390243913,60024.50145487805,-59003.01957682925,44455.85113902424,-42428.99758780488
2025-11-05,btcusdt,binance,sell,03_100k_1m,20.0,1883.556100000144,-1883.5561000000016,2253.6646650000303,-2253.6646649999834,6456.518125000206,-6456.518124999979,27043.144514999985,-27043.144514999985,53275.08608000034,-52818.80122999998,35121.73023500004,-35121.73023500002
2025-11-05,btcusdt,binance,sell,04_>1m,1.0,18845.539499999955,-18845.539499999955,0.0,0.0,18845.539499999955,-18845.539499999955,0.0,0.0,73811.22340000025,-73811.22340000025,244092.51399999927,-244092.51399999927
2025-11-05,btcusdt,bybit,buy,00_<1k,398.0,12335.03285894474,12334.041471005025,9433.612627361808,9431.11607459799,33905.58171055284,33884.15925879397,38390.42224371854,38365.297437688445,67090.33671351777,66771.7045401507,69020.780704623,68152.48559959797
2025-11-05,btcusdt,bybit,buy,01_1k_10k,354.0,7826.004959830509,7815.334871129944,6849.0010668361565,6847.316421073445,38731.92994711869,38504.77081887005,32514.416732570568,32471.233393587565,69966.39794553688,69592.72712971747,65534.60288392648,63507.477472062135
2025-11-05,btcusdt,bybit,buy,02_10k_100k,126.0,14662.259524603203,14662.259524603174,2304.982623015831,2304.982623015868,39923.687658412775,39923.6876584127,17628.356046904573,17628.356046904766,68713.23076761923,67441.27236603171,61040.11565944416,60002.820559444444
2025-11-05,btcusdt,bybit,buy,03_100k_1m,23.0,1846.2915043478995,1846.2915043478336,1715.6620826085868,1715.6620826086803,41979.2073791306,41979.20737913043,8626.85453565204,8626.854535652128,53890.459396521845,53793.222579130445,70381.43857478249,70381.43857478257
2025-11-05,btcusdt,bybit,buy,04_>1m,1.0,0.0,0.0,0.0,0.0,58831.85960000008,58831.85960000001,0.0,0.0,112325.1662000008,112325.1662,17840.910300001502,17840.910300000018
2025-11-05,btcusdt,bybit,sell,00_<1k,477.0,8024.908546771446,-8021.989241530401,20577.697821970647,-20364.32771882599,18817.02034085945,-18784.90036559747,30332.339262054516,-29974.475608805013,68049.08621039812,-67369.88327991615,118833.44467628926,-118048.7866003983
2025-11-05,btcusdt,bybit,sell,01_1k_10k,320.0,3145.48083446871,-3145.480834468749,26763.138214156254,-26763.138214156246,14654.92203853112,-14635.90602978124,36395.28493440621,-36363.69755690624,66444.17224471847,-61282.50935659375,128205.4435326562,-128156.95417265626
2025-11-05,btcusdt,bybit,sell,02_10k_100k,82.0,4855.341505609752,-4855.341505609762,25063.08078365856,-25063.080783658537,15780.636822682827,-15780.636822682916,35084.82309402441,-35084.82309402438,81516.30604097535,-81516.30604097561,112490.52452609754,-112490.52452609752
2025-11-05,btcusdt,bybit,sell,03_100k_1m,14.0,3862.207457142882,-3862.207457142861,3100.49483071426,-3100.494830714229,17191.705328571406,-17191.70532857139,15583.90522357168,-15583.90522357136,153533.059335714,-153533.05933571435,173557.31153785723,-173557.31153785714
