split,horizon_s,days,pnl_all,pnl_kept,pnl_filtered,score,kept_turnover_per_day,constraint_ok,kept_trade_count,filtered_trade_count,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover
train,30,62,-0.06964367756812292,9.838522522081513,-0.08072038577656823,9.908166199649637,24636664.68633694,True,420749,599949880,1367859252550.1387,1527473210.55289,1366331779339.5857
train,120,62,0.055228486332410405,11.80261168195607,-0.13790812300919592,11.747383195623659,356854429.9756768,True,4941232,595429397,1367859252550.1387,22124974658.49196,1345734277891.6467
train,300,62,0.10659503900076729,12.470397276181004,-0.09667600467717635,12.363802237180236,356854429.9756768,True,4941232,595429397,1367859252550.1387,22124974658.49196,1345734277891.6467
validation,30,28,-0.0464039506298896,42.522441725450264,-0.17879401861871952,42.56884567608015,84234310.3466018,True,863535,506548735,760732716265.9829,2358560689.70485,758374155576.2781
validation,120,28,-0.03259769448034573,11.523164791242957,-0.18387655325396668,11.555762485723303,351079240.5124725,True,3010082,504402188,760732716265.9829,9830218734.34923,750902497531.6337
validation,300,28,0.024514989647874786,12.607651989617036,-0.14021343978283016,12.583136999969161,351079240.5124725,True,3010082,504402188,760732716265.9829,9830218734.34923,750902497531.6337
public_extra,30,89,-0.09509523736584712,-0.7581537040362146,-0.09451994015420181,-0.6630584666703675,20400415.036161125,True,446476,1066256604,2094426934048.6875,1815636938.2183402,2092611297110.469
public_extra,120,89,-0.05497896638112925,1.3658954634827378,-0.07235024753078866,1.4208744298638671,284232097.0330328,True,6338268,1060362537,2094422834802.5906,25296656635.93992,2069126178166.6506
public_extra,300,89,-0.0074630125534592895,2.335925323357826,-0.036112929262506824,2.343388335911285,284232097.0330328,True,6338268,1060356155,2094408783565.5808,25296656635.93992,2069112126929.6409
