date,symbol,horizon_s,pnl_all,pnl_kept,pnl_filtered,score,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover,kept_trade_count,filtered_trade_count
2026-02-04,ethusdt,120,-0.1160730617438005,11.210257759750618,-0.11656558467257402,11.32633082149442,21471362473.96348,933636.73193,21470428837.231552,368,18759614
2026-02-04,ethusdt,300,-0.19888078199285322,-7.019112505370121,-0.19858420576209926,-6.820231723377267,21471362473.96348,933636.73193,21470428837.231552,368,18759614
2026-02-05,btcusdt,30,-0.48395260163252946,-1.971343265065546,-0.48313189405706936,-1.4873906634330165,41345673267.9503,22800999.861,41322872268.0893,5955,19575037
2026-02-05,btcusdt,120,-0.018067544740480466,29.65628196653927,-0.1957463575718839,29.67434951127975,41345673267.9503,246088810.52250004,41099584457.427795,56150,19524842
2026-02-05,btcusdt,300,0.11103681807813436,30.620299902365595,-0.07164114233062178,30.50926308428746,41345673267.9503,246088810.52250004,41099584457.427795,56150,19524842
2026-02-05,ethusdt,30,0.13331968611761452,,0.13331968611761452,,31813171056.23014,0.0,31813171056.23014,0,30864956
2026-02-05,ethusdt,120,0.2599614047433262,59.120568007441776,0.2465485098359273,58.86060660269845,31813171056.23014,7247793.23188,31805923262.99826,2585,30862371
2026-02-05,ethusdt,300,0.4749701127162807,-2.6162593136337424,0.47567452841675345,-3.091229426350023,31813171056.23014,7247793.23188,31805923262.99826,2585,30862371
2026-02-06,btcusdt,30,-0.12737813799564124,36.009577347425356,-0.13979796443883624,36.136955485421,33209526120.3311,11409783.6302,33198116336.7009,3074,16329821
2026-02-06,btcusdt,120,-0.2054832701567556,24.889332891585905,-0.2827158305219646,25.09481616174266,33209526120.3311,101893046.4939,33107633073.837196,24711,16308184
2026-02-06,btcusdt,300,-0.755587683334424,-18.743595698072973,-0.7002272492952183,-17.988008014738547,33209526120.3311,101893046.4939,33107633073.837196,24711,16308184
2026-02-06,ethusdt,30,-0.12388165110919389,14.453368376504846,-0.12452073427132358,14.57725002761404,23687209972.03989,1038428.60485,23686171543.43504,306,24473060
2026-02-06,ethusdt,120,0.2777335134351029,100.9235548274551,0.18751197911105844,100.64582131402,23687209972.03989,21214814.15297,23665995157.886917,7646,24465720
2026-02-06,ethusdt,300,0.3416422429480702,71.71574277305776,0.27766064116121036,71.37410053010969,23687209972.03989,21214814.15297,23665995157.886917,7646,24465720
2026-02-07,btcusdt,30,-0.028758416789476538,49.1375173447315,-0.03125509001900562,49.16627576152098,16670369478.078102,846481.6821999999,16669522996.3959,559,8783686
2026-02-07,btcusdt,120,-0.18615615587304454,17.799954431341057,-0.19595465123914876,17.9861105872141,16670369478.078102,9076759.464200001,16661292718.6139,2506,8781739
2026-02-07,btcusdt,300,-0.40575956705587335,-29.161260332286446,-0.3900941101116458,-28.755500765230572,16670369478.078102,9076759.464200001,16661292718.6139,2506,8781739
2026-02-07,ethusdt,30,4.020022610078704,84.08734336084474,1.8881336998381655,80.06732075076604,15930448628.87148,413166341.95278,15517282286.918701,177014,14669146
2026-02-07,ethusdt,120,3.488810015765237,-6.364148543841777,3.4904615710860236,-9.852958559607014,15930448628.87148,2669818.1753200004,15927778810.696161,1154,14845006
2026-02-07,ethusdt,300,4.273341112366012,88.99133004976814,4.259140662364173,84.71798893740213,15930448628.87148,2669818.1753200004,15927778810.696161,1154,14845006
