date,split,symbol,rule,horizon_s,pnl_all,pnl_kept,pnl_filtered,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover,kept_trade_count,filtered_trade_count
2026-02-01,validation,btcusdt,baseline_or_return5s_gt_50,120,-0.570508366859986,-0.508469360222182,-0.5710536687134553,13595179919.170898,118455839.6009,13476724079.57,28188,6731327
2026-02-01,validation,btcusdt,baseline_or_return5s_gt_50,300,0.13480203601789822,20.882917372165476,-0.04756686964260044,13595179919.170898,118455839.6009,13476724079.57,28188,6731327
2026-02-01,validation,btcusdt,baseline_and_return5s_gt_20,30,-0.3296051671913012,1.4165113195043646,-0.3311440097872829,13595179919.170898,11970805.460900001,13583209113.71,2083,6757432
2026-02-01,validation,btcusdt,baseline_and_return5s_gt_20,120,-0.570508366859986,-25.671210433915924,-0.5483872599211657,13595179919.170898,11970805.460900001,13583209113.71,2083,6757432
2026-02-01,validation,btcusdt,baseline_and_return5s_gt_20,300,0.13480203601789822,-26.550713069278476,0.15831982973477343,13595179919.170898,11970805.460900001,13583209113.71,2083,6757432
2026-02-01,validation,btcusdt,liq2s_or_return5s_gt_50,30,-0.3296051671913012,-8.114676678624548,-0.32838948438116317,13595179919.170898,2122632.5354,13593057286.6355,395,6759120
2026-02-01,validation,btcusdt,liq2s_or_return5s_gt_50,120,-0.570508366859986,-14.000938333256492,-0.5684111294975631,13595179919.170898,2122632.5354,13593057286.6355,395,6759120
2026-02-01,validation,btcusdt,liq2s_or_return5s_gt_50,300,0.13480203601789822,-18.446792640404414,0.1377036567929809,13595179919.170898,2122632.5354,13593057286.6355,395,6759120
2026-02-01,validation,btcusdt,liq2s_and_return5s_gt_20,30,-0.3296051671913012,,-0.3296051671913012,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,liq2s_and_return5s_gt_20,120,-0.570508366859986,,-0.570508366859986,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,liq2s_and_return5s_gt_20,300,0.13480203601789822,,0.13480203601789822,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,bybit5s_or_return5s_gt_50,30,-0.3296051671913012,,-0.3296051671913012,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,bybit5s_or_return5s_gt_50,120,-0.570508366859986,,-0.570508366859986,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,bybit5s_or_return5s_gt_50,300,0.13480203601789822,,0.13480203601789822,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,horizon_specific_return_liq,30,-0.3296051671913012,,-0.3296051671913012,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,horizon_specific_return_liq,120,-0.570508366859986,,-0.570508366859986,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,horizon_specific_return_liq,300,0.13480203601789822,-18.446792640404414,0.1377036567929809,13595179919.170898,2122632.5354,13593057286.6355,395,6759120
2026-02-01,validation,btcusdt,horizon_specific_bybit_return,30,-0.3296051671913012,,-0.3296051671913012,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,horizon_specific_bybit_return,120,-0.570508366859986,,-0.570508366859986,13595179919.170898,0.0,13595179919.170898,0,6759515
2026-02-01,validation,btcusdt,horizon_specific_bybit_return,300,0.13480203601789822,-18.446792640404414,0.1377036567929809,13595179919.170898,2122632.5354,13593057286.6355,395,6759120
2026-02-01,validation,ethusdt,baseline_liq1s_d200_gt_100k,30,-0.2086894815485886,9.45311466355515,-0.3226721537015334,16428200726.07704,191547775.37883,16236652950.698212,78659,15264072
2026-02-01,validation,ethusdt,baseline_liq1s_d200_gt_100k,120,-1.060709646213899,-14.647462475499994,-0.9004233922073515,16428200726.07704,191547775.37883,16236652950.698212,78659,15264072
2026-02-01,validation,ethusdt,baseline_liq1s_d200_gt_100k,300,-0.1490942176810457,-8.034437048252896,-0.0560688951665003,16428200726.07704,191547775.37883,16236652950.698212,78659,15264072
2026-02-01,validation,ethusdt,liq2s_d0_gt_2m,30,-0.2086894815485886,12.722645663315124,-0.21506570224814106,16428200726.07704,8096473.21433,16420104252.862709,3725,15339006
2026-02-01,validation,ethusdt,liq2s_d0_gt_2m,120,-1.060709646213899,-8.649260420149504,-1.0569678613183469,16428200726.07704,8096473.21433,16420104252.862709,3725,15339006
2026-02-01,validation,ethusdt,liq2s_d0_gt_2m,300,-0.1490942176810457,61.29247509840539,-0.17939000707150382,16428200726.07704,8096473.21433,16420104252.862709,3725,15339006
2026-02-01,validation,ethusdt,liq2s_d200_gt_1m,30,-0.2086894815485886,7.798932368680723,-0.22212659328510362,16428200726.07704,27521000.63507,16400679725.441969,10082,15332649
2026-02-01,validation,ethusdt,liq2s_d200_gt_1m,120,-1.060709646213899,-50.994221174902854,-0.9769192042628542,16428200726.07704,27521000.63507,16400679725.441969,10082,15332649
2026-02-01,validation,ethusdt,liq2s_d200_gt_1m,300,-0.1490942176810457,-28.779811995378783,-0.10105072098863675,16428200726.07704,27521000.63507,16400679725.441969,10082,15332649
2026-02-01,validation,ethusdt,liq2s_d200_gt_2m,30,-0.2086894815485886,13.018759810371488,-0.21523518448761084,16428200726.07704,8125597.8876600005,16420075128.18938,3793,15338938
2026-02-01,validation,ethusdt,liq2s_d200_gt_2m,120,-1.060709646213899,-8.505386309331943,-1.0570255918782223,16428200726.07704,8125597.8876600005,16420075128.18938,3793,15338938
2026-02-01,validation,ethusdt,liq2s_d200_gt_2m,300,-0.1490942176810457,61.37485386992362,-0.1795398069197273,16428200726.07704,8125597.8876600005,16420075128.18938,3793,15338938
2026-02-01,validation,ethusdt,bybit5s_d0_gt_2m,30,-0.2086894815485886,45.20248691741763,-0.23531494032878192,16428200726.07704,9626530.40819,16418574195.66885,3744,15338987
2026-02-01,validation,ethusdt,bybit5s_d0_gt_2m,120,-1.060709646213899,-23.65542136481756,-1.047461925867951,16428200726.07704,9626530.40819,16418574195.66885,3744,15338987
2026-02-01,validation,ethusdt,bybit5s_d0_gt_2m,300,-0.1490942176810457,72.02585633770265,-0.191411799460729,16428200726.07704,9626530.40819,16418574195.66885,3744,15338987
2026-02-01,validation,ethusdt,bybit5s_d200_gt_2m,30,-0.2086894815485886,43.37234803306852,-0.23525083749833878,16428200726.07704,10006404.810190002,16418194321.26685,3869,15338862
2026-02-01,validation,ethusdt,bybit5s_d200_gt_2m,120,-1.060709646213899,-25.2144083336533,-1.0459886798274307,16428200726.07704,10006404.810190002,16418194321.26685,3869,15338862
2026-02-01,validation,ethusdt,bybit5s_d200_gt_2m,300,-0.1490942176810457,70.6498884236521,-0.19224410777225578,16428200726.07704,10006404.810190002,16418194321.26685,3869,15338862
2026-02-01,validation,ethusdt,return1s_gt_20,30,-0.2086894815485886,11.724434275467383,-0.24660948717760264,16428200726.07704,52038692.39467,16376162033.68237,20310,15322421
2026-02-01,validation,ethusdt,return1s_gt_20,120,-1.060709646213899,5.85203241153483,-1.0826763351613455,16428200726.07704,52038692.39467,16376162033.68237,20310,15322421
2026-02-01,validation,ethusdt,return1s_gt_20,300,-0.1490942176810457,6.565797973808143,-0.17043219714763647,16428200726.07704,52038692.39467,16376162033.68237,20310,15322421
2026-02-01,validation,ethusdt,return5s_gt_20,30,-0.2086894815485886,9.919197122427985,-0.674997996475125,16428200726.07704,723095034.35738,15705105691.71966,359706,14983025
2026-02-01,validation,ethusdt,return5s_gt_20,120,-1.060709646213899,-1.2668437673020478,-1.0512188116855423,16428200726.07704,723095034.35738,15705105691.71966,359706,14983025
2026-02-01,validation,ethusdt,return5s_gt_20,300,-0.1490942176810457,3.3068386641983785,-0.3082124022391386,16428200726.07704,723095034.35738,15705105691.71966,359706,14983025
2026-02-01,validation,ethusdt,return5s_gt_50,30,-0.2086894815485886,13.784278299077668,-0.21364402400061877,16428200726.07704,5814735.64642,16422385990.430618,2485,15340246
2026-02-01,validation,ethusdt,return5s_gt_50,120,-1.060709646213899,-59.58259038117926,-1.0399885849622985,16428200726.07704,5814735.64642,16422385990.430618,2485,15340246
2026-02-01,validation,ethusdt,return5s_gt_50,300,-0.1490942176810457,-75.83485022524594,-0.12229587889885658,16428200726.07704,5814735.64642,16422385990.430618,2485,15340246
2026-02-01,validation,ethusdt,return5s_gt_100,30,-0.2086894815485886,,-0.2086894815485886,16428200726.07704,0.0,16428200726.07704,0,15342731
2026-02-01,validation,ethusdt,return5s_gt_100,120,-1.060709646213899,,-1.060709646213899,16428200726.07704,0.0,16428200726.07704,0,15342731
2026-02-01,validation,ethusdt,return5s_gt_100,300,-0.1490942176810457,,-0.1490942176810457,16428200726.07704,0.0,16428200726.07704,0,15342731
2026-02-01,validation,ethusdt,return30s_gt_50,30,-0.2086894815485886,13.346179631581128,-0.6179278165196188,16428200726.07704,481452146.99161,15946748579.085428,240905,15101826
2026-02-01,validation,ethusdt,return30s_gt_50,120,-1.060709646213899,-9.406754674397872,-0.808732180225765,16428200726.07704,481452146.99161,15946748579.085428,240905,15101826
2026-02-01,validation,ethusdt,return30s_gt_50,300,-0.1490942176810457,-14.279368277461437,0.27751630733742094,16428200726.07704,481452146.99161,15946748579.085428,240905,15101826
2026-02-01,validation,ethusdt,neg_return30s_gt_50,30,-0.2086894815485886,-10.01671759958955,-0.006393080875484642,16428200726.07704,331993820.00131,16096206906.07573,203198,15139533
2026-02-01,validation,ethusdt,neg_return30s_gt_50,120,-1.060709646213899,11.434075457415226,-1.3184220042156782,16428200726.07704,331993820.00131,16096206906.07573,203198,15139533
2026-02-01,validation,ethusdt,neg_return30s_gt_50,300,-0.1490942176810457,16.995774338989772,-0.5027173065716944,16428200726.07704,331993820.00131,16096206906.07573,203198,15139533
2026-02-01,validation,ethusdt,baseline_or_return5s_gt_50,30,-0.2086894815485886,9.544682430568464,-0.32558096938124753,16428200726.07704,194555783.11056,16233644942.966478,79963,15262768
2026-02-01,validation,ethusdt,baseline_or_return5s_gt_50,120,-1.060709646213899,-14.6968793116582,-0.897283892034248,16428200726.07704,194555783.11056,16233644942.966478,79963,15262768
2026-02-01,validation,ethusdt,baseline_or_return5s_gt_50,300,-0.1490942176810457,-8.460856716157329,-0.04948002335799712,16428200726.07704,194555783.11056,16233644942.966478,79963,15262768
2026-02-01,validation,ethusdt,baseline_and_return5s_gt_20,30,-0.2086894815485886,13.20371836479464,-0.29995432810563183,16428200726.07704,111030328.7536,16317170397.32344,41027,15301704
2026-02-01,validation,ethusdt,baseline_and_return5s_gt_20,120,-1.060709646213899,-17.354772397290343,-0.9498365536413924,16428200726.07704,111030328.7536,16317170397.32344,41027,15301704
2026-02-01,validation,ethusdt,baseline_and_return5s_gt_20,300,-0.1490942176810457,-20.81030889969235,-0.008504801579298164,16428200726.07704,111030328.7536,16317170397.32344,41027,15301704
2026-02-01,validation,ethusdt,liq2s_or_return5s_gt_50,30,-0.2086894815485886,12.098301249034591,-0.2188205561008951,16428200726.07704,13512517.692789998,16414688208.38425,5990,15336741
2026-02-01,validation,ethusdt,liq2s_or_return5s_gt_50,120,-1.060709646213899,-30.229561420883435,-1.0366979427517358,16428200726.07704,13512517.692789998,16414688208.38425,5990,15336741
2026-02-01,validation,ethusdt,liq2s_or_return5s_gt_50,300,-0.1490942176810457,1.8605742146781767,-0.1507485701673162,16428200726.07704,13512517.692789998,16414688208.38425,5990,15336741
2026-02-01,validation,ethusdt,liq2s_and_return5s_gt_20,30,-0.2086894815485886,52.335820184346545,-0.21303433241061734,16428200726.07704,1358318.51603,16426842407.561008,993,15341738
2026-02-01,validation,ethusdt,liq2s_and_return5s_gt_20,120,-1.060709646213899,-16.284066425474716,-1.0594508426729408,16428200726.07704,1358318.51603,16426842407.561008,993,15341738
2026-02-01,validation,ethusdt,liq2s_and_return5s_gt_20,300,-0.1490942176810457,75.41496379465791,-0.15534253105728416,16428200726.07704,1358318.51603,16426842407.561008,993,15341738
2026-02-01,validation,ethusdt,bybit5s_or_return5s_gt_50,30,-0.2086894815485886,31.839000259872243,-0.23856547282071136,16428200726.07704,15300686.64184,16412900039.435202,5990,15336741
2026-02-01,validation,ethusdt,bybit5s_or_return5s_gt_50,120,-1.060709646213899,-38.569505980541074,-1.0257426179833484,16428200726.07704,15300686.64184,16412900039.435202,5990,15336741
2026-02-01,validation,ethusdt,bybit5s_or_return5s_gt_50,300,-0.1490942176810457,14.80152629813872,-0.16303171556770776,16428200726.07704,15300686.64184,16412900039.435202,5990,15336741
2026-02-01,validation,ethusdt,horizon_specific_return_liq,30,-0.2086894815485886,13.784278299077668,-0.21364402400061877,16428200726.07704,5814735.64642,16422385990.430618,2485,15340246
2026-02-01,validation,ethusdt,horizon_specific_return_liq,120,-1.060709646213899,-59.58259038117926,-1.0399885849622985,16428200726.07704,5814735.64642,16422385990.430618,2485,15340246
2026-02-01,validation,ethusdt,horizon_specific_return_liq,300,-0.1490942176810457,61.37485386992362,-0.1795398069197273,16428200726.07704,8125597.8876600005,16420075128.18938,3793,15338938
2026-02-01,validation,ethusdt,horizon_specific_bybit_return,30,-0.2086894815485886,13.784278299077668,-0.21364402400061877,16428200726.07704,5814735.64642,16422385990.430618,2485,15340246
2026-02-01,validation,ethusdt,horizon_specific_bybit_return,120,-1.060709646213899,-25.2144083336533,-1.0459886798274307,16428200726.07704,10006404.810190002,16418194321.26685,3869,15338862
2026-02-01,validation,ethusdt,horizon_specific_bybit_return,300,-0.1490942176810457,61.37485386992362,-0.1795398069197273,16428200726.07704,8125597.8876600005,16420075128.18938,3793,15338938
2026-02-02,validation,btcusdt,baseline_liq1s_d200_gt_100k,30,-0.14490576039062938,2.8869412266296557,-0.18667220502571605,18795658671.019,255408773.65320003,18540249897.3658,60162,10295834
2026-02-02,validation,btcusdt,baseline_liq1s_d200_gt_100k,120,-0.1550310515488774,2.9215606325655408,-0.19741389500682568,18795658671.019,255408773.65320003,18540249897.3658,60162,10295834
2026-02-02,validation,btcusdt,baseline_liq1s_d200_gt_100k,300,-0.37839088220196265,-8.306614596576306,-0.26917240309050927,18795658671.019,255408773.65320003,18540249897.3658,60162,10295834
2026-02-02,validation,btcusdt,liq2s_d0_gt_2m,30,-0.14490576039062938,2.223954935166526,-0.1469770540321852,18795658671.019,16420263.6227,18779238407.396297,3680,10352316
2026-02-02,validation,btcusdt,liq2s_d0_gt_2m,120,-0.1550310515488774,-10.166332282605943,-0.14627733098502996,18795658671.019,16420263.6227,18779238407.396297,3680,10352316
2026-02-02,validation,btcusdt,liq2s_d0_gt_2m,300,-0.37839088220196265,-26.81714462912488,-0.3552732617233207,18795658671.019,16420263.6227,18779238407.396297,3680,10352316
2026-02-02,validation,btcusdt,liq2s_d200_gt_1m,30,-0.14490576039062938,-2.470313249182419,-0.13865653941369066,18795658671.019,50375436.4655,18745283234.5535,10909,10345087
2026-02-02,validation,btcusdt,liq2s_d200_gt_1m,120,-0.1550310515488774,-0.36128814694847966,-0.15447676324739631,18795658671.019,50375436.4655,18745283234.5535,10909,10345087
2026-02-02,validation,btcusdt,liq2s_d200_gt_1m,300,-0.37839088220196265,-39.110421791221725,-0.27430373996873486,18795658671.019,50375436.4655,18745283234.5535,10909,10345087
2026-02-02,validation,btcusdt,liq2s_d200_gt_2m,30,-0.14490576039062938,1.005135178137277,-0.1457409246834786,18795658671.019,13639576.792100001,18782019094.2269,3487,10352509
2026-02-02,validation,btcusdt,liq2s_d200_gt_2m,120,-0.1550310515488774,-11.796509411846802,-0.14657696377097384,18795658671.019,13639576.792100001,18782019094.2269,3487,10352509
2026-02-02,validation,btcusdt,liq2s_d200_gt_2m,300,-0.37839088220196265,-24.516005652302677,-0.36086205057937565,18795658671.019,13639576.792100001,18782019094.2269,3487,10352509
2026-02-02,validation,btcusdt,bybit5s_d0_gt_2m,30,-0.14490576039062938,7.348006462378705,-0.1598131583005699,18795658671.019,37320337.5873,18758338333.4317,8654,10347342
2026-02-02,validation,btcusdt,bybit5s_d0_gt_2m,120,-0.1550310515488774,-3.0611785015627753,-0.14924917460513484,18795658671.019,37320337.5873,18758338333.4317,8654,10347342
2026-02-02,validation,btcusdt,bybit5s_d0_gt_2m,300,-0.37839088220196265,-39.11302772601039,-0.3013270347738552,18795658671.019,37320337.5873,18758338333.4317,8654,10347342
2026-02-02,validation,btcusdt,bybit5s_d200_gt_2m,30,-0.14490576039062938,7.374404443872799,-0.1584967912326886,18795658671.019,33911552.6305,18761747118.3885,8320,10347676
2026-02-02,validation,btcusdt,bybit5s_d200_gt_2m,120,-0.1550310515488774,-3.1249099489662435,-0.14966304376684783,18795658671.019,33911552.6305,18761747118.3885,8320,10347676
2026-02-02,validation,btcusdt,bybit5s_d200_gt_2m,300,-0.37839088220196265,-39.342633503282585,-0.3079636476797951,18795658671.019,33911552.6305,18761747118.3885,8320,10347676
2026-02-02,validation,btcusdt,return1s_gt_20,30,-0.14490576039062938,0.5672082575020567,-0.1450672769838669,18795658671.019,4262129.7647,18791396541.254303,928,10355068
2026-02-02,validation,btcusdt,return1s_gt_20,120,-0.1550310515488774,-1.7253276244586275,-0.15467488814462413,18795658671.019,4262129.7647,18791396541.254303,928,10355068
2026-02-02,validation,btcusdt,return1s_gt_20,300,-0.37839088220196265,-19.28283366108509,-0.37410311210057284,18795658671.019,4262129.7647,18791396541.254303,928,10355068
2026-02-02,validation,btcusdt,return5s_gt_20,30,-0.14490576039062938,-4.322807781609862,-0.11381816489723587,18795658671.019,138824726.8362,18656833944.1828,36732,10319264
2026-02-02,validation,btcusdt,return5s_gt_20,120,-0.1550310515488774,3.2130156903790636,-0.18009254753038006,18795658671.019,138824726.8362,18656833944.1828,36732,10319264
2026-02-02,validation,btcusdt,return5s_gt_20,300,-0.37839088220196265,-6.316256199811887,-0.33420747288537983,18795658671.019,138824726.8362,18656833944.1828,36732,10319264
2026-02-02,validation,btcusdt,return5s_gt_50,30,-0.14490576039062938,3.407481950586797,-0.1450851407450253,18795658671.019,949052.2844,18794709618.7346,221,10355775
2026-02-02,validation,btcusdt,return5s_gt_50,120,-0.1550310515488774,28.544561314332334,-0.1564802579611455,18795658671.019,949052.2844,18794709618.7346,221,10355775
2026-02-02,validation,btcusdt,return5s_gt_50,300,-0.37839088220196265,-27.924223161763063,-0.37699993572920854,18795658671.019,949052.2844,18794709618.7346,221,10355775
2026-02-02,validation,btcusdt,return5s_gt_100,30,-0.14490576039062938,,-0.14490576039062938,18795658671.019,0.0,18795658671.019,0,10355996
2026-02-02,validation,btcusdt,return5s_gt_100,120,-0.1550310515488774,,-0.1550310515488774,18795658671.019,0.0,18795658671.019,0,10355996
2026-02-02,validation,btcusdt,return5s_gt_100,300,-0.37839088220196265,,-0.37839088220196265,18795658671.019,0.0,18795658671.019,0,10355996
2026-02-02,validation,btcusdt,return30s_gt_50,30,-0.14490576039062938,-18.63314009095694,0.021321836806467907,18795658671.019,167485783.86870003,18628172887.1503,40815,10315181
2026-02-02,validation,btcusdt,return30s_gt_50,120,-0.1550310515488774,-4.293897989372707,-0.11781852525286896,18795658671.019,167485783.86870003,18628172887.1503,40815,10315181
2026-02-02,validation,btcusdt,return30s_gt_50,300,-0.37839088220196265,-11.635912235188664,-0.2771745793661537,18795658671.019,167485783.86870003,18628172887.1503,40815,10315181
2026-02-02,validation,btcusdt,neg_return30s_gt_50,30,-0.14490576039062938,19.58970791518172,-0.2589901068430517,18795658671.019,108031792.97940001,18687626878.0396,30539,10325457
2026-02-02,validation,btcusdt,neg_return30s_gt_50,120,-0.1550310515488774,7.266169843025803,-0.19793246669021677,18795658671.019,108031792.97940001,18687626878.0396,30539,10325457
2026-02-02,validation,btcusdt,neg_return30s_gt_50,300,-0.37839088220196265,17.68189886547151,-0.48279608548978203,18795658671.019,108031792.97940001,18687626878.0396,30539,10325457
2026-02-02,validation,btcusdt,baseline_or_return5s_gt_50,30,-0.14490576039062938,2.888868300091868,-0.18685619471553086,18795658671.019,256357825.93760002,18539300845.081398,60383,10295613
2026-02-02,validation,btcusdt,baseline_or_return5s_gt_50,120,-0.1550310515488774,3.016418541588895,-0.1988852362110345,18795658671.019,256357825.93760002,18539300845.081398,60383,10295613
2026-02-02,validation,btcusdt,baseline_or_return5s_gt_50,300,-0.37839088220196265,-8.379240178241941,-0.26775670304243127,18795658671.019,256357825.93760002,18539300845.081398,60383,10295613
2026-02-02,validation,btcusdt,baseline_and_return5s_gt_20,30,-0.14490576039062938,1.864944536704747,-0.14994703822080546,18795658671.019,47026916.2574,18748631754.761597,10047,10345949
2026-02-02,validation,btcusdt,baseline_and_return5s_gt_20,120,-0.1550310515488774,4.541243338012325,-0.16681064727236675,18795658671.019,47026916.2574,18748631754.761597,10047,10345949
2026-02-02,validation,btcusdt,baseline_and_return5s_gt_20,300,-0.37839088220196265,-11.257190211775647,-0.3511037504397746,18795658671.019,47026916.2574,18748631754.761597,10047,10345949
2026-02-02,validation,btcusdt,liq2s_or_return5s_gt_50,30,-0.14490576039062938,1.1614180392860896,-0.14592047751402693,18795658671.019,14588629.076500002,18781070041.942497,3708,10352288
2026-02-02,validation,btcusdt,liq2s_or_return5s_gt_50,120,-0.1550310515488774,-9.172151418572804,-0.1480267954506418,18795658671.019,14588629.076500002,18781070041.942497,3708,10352288
