split,horizon_s,days,pnl_all,pnl_kept,pnl_filtered,score,kept_turnover_per_day,constraint_ok,kept_trade_count,filtered_trade_count,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover
validation,30,7,0.03781128248772943,76.51314154876214,-0.07229780589009156,76.47533026627441,65319527.19071858,True,189780,223479714,318027088719.6707,457236690.33503,317569852029.33563
validation,120,7,0.06360578509812853,26.75527054735288,0.021756038776520648,26.69166476225475,71121817.53329001,True,123649,223545845,318027088719.6707,497852722.7330301,317529235996.9376
validation,300,7,0.05828913094104039,18.329266797546936,0.02964214368093855,18.270977666605894,71121817.53329001,True,123649,223545845,318027088719.6707,497852722.7330301,317529235996.9376
