horizon_s,days,pnl_all,pnl_kept,pnl_filtered,score,kept_turnover_per_day,constraint_ok,kept_trade_count,filtered_trade_count,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover
30,90,-0.06133808360835864,5.254827822504188,-0.1423626614606474,5.316165906112547,355057704.36490214,True,7951314,1099831585,2128591968816.1216,31955193392.84119,2096636775423.2803
120,90,0.023840484278585646,11.716646811502207,-0.1543715417009903,11.692806327223622,355057704.36490214,True,7951314,1099831585,2128591968816.1216,31955193392.84119,2096636775423.2803
300,90,0.07726063399960577,12.512620267568026,-0.1122687716934645,12.435359633568421,355057704.36490214,True,7951314,1099831585,2128591968816.1216,31955193392.84119,2096636775423.2803
