split,variant,horizon_s,days,pnl_all,pnl_kept,pnl_filtered,score,kept_turnover_per_day,constraint_ok,kept_trade_count,filtered_trade_count,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover
train,eth100_btc50_bybit_long,120,92,0.023575801819424515,24.7587952305469,-0.0722669570170891,24.735219428727476,9416978.605806304,True,163823,101410203,224458161973.7341,866362031.73418,223591799941.99994
train,eth100_btc50_bybit_long,300,92,0.08925486431821807,26.92722986101739,-0.014735543880127612,26.837974996699174,9416978.605806304,True,163823,101410203,224458161973.7341,866362031.73418,223591799941.99994
train,eth100_btc50_liq2_120_bybit300,30,92,-0.0702427576631845,12.875758648990285,-0.07333330828858144,12.946001406653469,582296.4225834783,True,9752,101564274,224458161973.7341,53571270.87768,224404590702.85645
train,eth100_btc50_liq2_120_bybit300,120,92,0.023575801819424515,21.163536000770083,-0.018493355430981396,21.139960198950657,4845558.280343262,True,82259,101491767,224458161973.7341,445791361.79158,224012370611.94254
train,eth100_btc50_liq2_120_bybit300,300,92,0.08925486431821807,26.92722986101739,-0.014735543880127612,26.837974996699174,9416978.605806304,True,163823,101410203,224458161973.7341,866362031.73418,223591799941.99994
train,ret5_all,30,92,-0.0702427576631845,8.590663811016135,-0.07813183402209752,8.66090656867932,2220316.9246338042,True,51537,101522489,224458161973.7341,204269157.06631,224253892816.66782
train,ret5_all,120,92,0.023575801819424515,33.41897982809142,-0.006843518642103781,33.395404026272,2220316.9246338042,True,51537,101522489,224458161973.7341,204269157.06631,224253892816.66782
train,ret5_all,300,92,0.08925486431821807,45.17753233887808,0.048184699079973026,45.08827747455986,2220316.9246338042,True,51537,101522489,224458161973.7341,204269157.06631,224253892816.66782
validation,baseline_liq,30,28,-0.03960058713903121,7.2410460568355575,-0.13472437287274058,7.280646643974588,35055443.94546643,True,300834,50440418,76108255533.04218,981552430.47306,75126703102.56912
validation,baseline_liq,120,28,-0.036386413126789925,11.689167543950557,-0.18958421776755674,11.725553957077347,35055443.94546643,True,300834,50440418,76108255533.04218,981552430.47306,75126703102.56912
validation,baseline_liq,300,28,0.03838398804990541,12.616933392440849,-0.12595845251811646,12.578549404390944,35055443.94546643,True,300834,50440418,76108255533.04218,981552430.47306,75126703102.56912
validation,current_hybrid,30,28,-0.03960058713903121,43.6937587359714,-0.17707092142877442,43.733359323110435,8517396.746671787,True,86291,50654961,76108255533.04218,238487108.90681002,75869768424.13538
validation,current_hybrid,120,28,-0.036386413126789925,11.689167543950557,-0.18958421776755674,11.725553957077347,35055443.94546643,True,300834,50440418,76108255533.04218,981552430.47306,75126703102.56912
validation,current_hybrid,300,28,0.03838398804990541,12.616933392440849,-0.12595845251811646,12.578549404390944,35055443.94546643,True,300834,50440418,76108255533.04218,981552430.47306,75126703102.56912
validation,eth100_btc50_bybit_long,30,28,-0.03960058713903121,70.62731310270783,-0.09346290593602574,70.66691368984687,2070197.4289214287,True,21234,50720018,76108255533.04218,57965528.0098,76050290005.03238
validation,eth100_btc50_bybit_long,120,28,-0.036386413126789925,25.42787222122432,-0.10090661050457124,25.46425863435111,6869725.482083572,True,45533,50695719,76108255533.04218,192352313.49834,75915903219.54384
validation,eth100_btc50_bybit_long,300,28,0.03838398804990541,20.981534406132475,-0.014680827937488625,20.94315041808257,6869725.482083572,True,45533,50695719,76108255533.04218,192352313.49834,75915903219.54384
validation,eth100_btc50_liq2_120_bybit300,30,28,-0.03960058713903121,70.62731310270783,-0.09346290593602574,70.66691368984687,2070197.4289214287,True,21234,50720018,76108255533.04218,57965528.0098,76050290005.03238
validation,eth100_btc50_liq2_120_bybit300,120,28,-0.036386413126789925,25.781777430285526,-0.06572554684793958,25.818163843412318,3085335.731798571,True,20792,50720460,76108255533.04218,86389400.49035999,76021866132.55182
validation,eth100_btc50_liq2_120_bybit300,300,28,0.03838398804990541,20.981534406132475,-0.014680827937488625,20.94315041808257,6869725.482083572,True,45533,50695719,76108255533.04218,192352313.49834,75915903219.54384
validation,ret5_all,30,28,-0.03960058713903121,43.6937587359714,-0.17707092142877442,43.733359323110435,8517396.746671787,True,86291,50654961,76108255533.04218,238487108.90681002,75869768424.13538
validation,ret5_all,120,28,-0.036386413126789925,48.76955846780879,-0.189801784412103,48.805944880935584,8517396.746671787,True,86291,50654961,76108255533.04218,238487108.90681002,75869768424.13538
validation,ret5_all,300,28,0.03838398804990541,49.17495319170351,-0.116070659359443,49.1365692036536,8517396.746671787,True,86291,50654961,76108255533.04218,238487108.90681002,75869768424.13538
