date,symbol,horizon_s,strategy,pnl_all,pnl_kept,pnl_filtered,score,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover,kept_trade_count,filtered_trade_count,split,all_weighted_pnl_sum,kept_weighted_pnl_sum,filtered_weighted_pnl_sum
2025-12-06,btcusdt,30,synthetic_maker_q90_30s_60s,-0.2934914452791037,-0.2843513538418695,-0.7165787246435861,0.00914009143723421,4779649451.4916,4678576645.8904,101072805.60120001,1505916,31362,train,-1402786225.445745,-1330359603.311888,-72426622.13385701
2025-12-06,btcusdt,120,synthetic_maker_q90_30s_60s,0.0163390053439972,0.04297229544520649,-1.2164939840002933,0.02663329010120929,4779649451.4916,4678576645.8904,101072805.60120001,1505916,31362,train,78094717.93035454,201049177.8902455,-122954459.95989096
2025-12-06,btcusdt,300,synthetic_maker_q90_30s_60s,0.335425662947527,0.3666505067814873,-1.1099465542792881,0.031224843833960292,4779649451.4916,4678576645.8904,101072805.60120001,1505916,31362,train,1603217085.923354,1715402498.2317462,-112185412.30839229
2025-12-06,ethusdt,30,synthetic_maker_q90_30s_60s,-0.1640318197776641,-0.1755099105060614,0.4725035412161275,-0.011478090728397311,4654730132.84645,4572282130.20233,82448002.64411998,2738202,48320,train,-763523854.2647313,-802480827.4802747,38956973.21554333
2025-12-06,ethusdt,120,synthetic_maker_q90_30s_60s,-0.1190768199263453,-0.15572399734009157,1.9132493618793047,-0.03664717741374626,4654730132.84645,4572282130.20233,82448002.64411998,2738202,48320,train,-554270461.8346901,-712014050.2817758,157743588.44708577
2025-12-06,ethusdt,300,synthetic_maker_q90_30s_60s,0.0360007195014735,0.07430443487899792,-2.0881913497348012,0.03830371537752442,4654730132.84645,4572282130.20233,82448002.64411998,2738202,48320,train,167573633.86766154,339740839.7920249,-172167205.92436334
2025-12-07,btcusdt,30,synthetic_maker_q90_30s_60s,-0.0167270128561642,0.043592768528602985,-1.3744005665835008,0.060319781384767186,10767751009.3826,10309703449.631401,458047559.75119996,2856814,137846,train,-180112309.56591782,449428516.0783214,-629540825.6442392
2025-12-07,btcusdt,120,synthetic_maker_q90_30s_60s,-0.337482124029935,-0.4099060564432917,1.2926308411901561,-0.0724239324133567,10767751009.3826,10309703449.631401,458047559.75119996,2856814,137846,train,-3633923481.6719165,-4226009884.1382084,592086402.4662919
2025-12-07,btcusdt,300,synthetic_maker_q90_30s_60s,-0.374167426328043,-0.5265820605220739,3.0563708365065545,-0.1524146341940309,10767751009.3826,10309703449.631401,458047559.75119996,2856814,137846,train,-4028941682.521875,-5428904885.878436,1399963203.356561
2025-12-07,ethusdt,30,synthetic_maker_q90_30s_60s,-0.5155704052233445,-0.558212939525917,0.31922887406639466,-0.04264253430257248,11987217123.807867,11404653916.224207,582563207.5836601,5353151,325379,train,-6180254390.021836,-6366225386.851275,185970996.82943916
2025-12-07,ethusdt,120,synthetic_maker_q90_30s_60s,-1.115505517642375,-1.3267328216625898,3.0196239732836005,-0.21122730402021483,11987217123.807867,11404653916.224207,582563207.5836601,5353151,325379,train,-13371806842.784836,-15130928670.357447,1759121827.5726109
2025-12-07,ethusdt,300,synthetic_maker_q90_30s_60s,-1.6925487129048955,-2.153713792840695,7.3355328179054355,-0.4611650799357996,11987217123.807867,11404653916.224207,582563207.5836601,5353151,325379,train,-20288948914.21253,-24562360441.946724,4273411527.7341957
2025-12-08,btcusdt,30,synthetic_maker_q90_30s_60s,-0.1113216378413432,-0.08880376636932641,-0.7042047911542827,0.022517871472016796,12956057419.4553,12481987952.5458,474069466.9094999,3657841,130537,train,-1442289531.9002504,-1108447541.962624,-333841989.9376265
2025-12-08,btcusdt,120,synthetic_maker_q90_30s_60s,-0.0448697800540986,0.048407206639476265,-2.500801463967499,0.09327698669357487,12956057419.4553,12481987952.5458,474069466.9094999,3657841,130537,train,-581335446.7792315,604218170.0903378,-1185553616.8695693
2025-12-08,btcusdt,300,synthetic_maker_q90_30s_60s,0.44571275737583455,0.7924950259992688,-8.68487337240022,0.34678226862343425,12956057419.4553,12481987952.5458,474069466.9094999,3657841,130537,train,5774680077.145061,9891913366.975344,-4117233289.830283
2025-12-08,ethusdt,30,synthetic_maker_q90_30s_60s,-0.0776379805329861,-0.05127848653970561,-0.883336153836135,0.026359493993280483,12595702562.06043,12196672111.31705,399030450.74337995,6831949,237591,train,-977904910.3125308,-625426886.6893742,-352478023.62315655
2025-12-08,ethusdt,120,synthetic_maker_q90_30s_60s,0.0307336017792833,0.08258740879495009,-1.554217824146679,0.05185380701566679,12595702562.06043,12196672111.31705,399030450.74337995,6831949,237591,train,387111306.6726637,1007291545.5953083,-620180238.9226446
2025-12-08,ethusdt,300,synthetic_maker_q90_30s_60s,0.6561531492413784,0.8888597741517372,-6.4567035184022465,0.23270662491035887,12595702562.06043,12196672111.31705,399030450.74337995,6831949,237591,train,8264709903.00365,10841131218.268066,-2576421315.2644157
2025-12-09,btcusdt,30,synthetic_maker_q90_30s_60s,-0.2822137362408394,-0.29072938339891213,-0.09779649052414514,-0.008515647158072737,15254386612.9971,14581090462.8511,673296150.1459999,3890315,187719,train,-4304997440.116156,-4239151439.548459,-65846000.56769668
2025-12-09,btcusdt,120,synthetic_maker_q90_30s_60s,-0.0342663526554677,0.011103912167557552,-1.0168175458630777,0.04537026482302525,15254386612.9971,14581090462.8511,673296150.1459999,3890315,187719,train,-522712191.2238042,161907147.8067097,-684619339.0305139
2025-12-09,btcusdt,300,synthetic_maker_q90_30s_60s,-0.2779053631939199,-0.38083761275577604,1.951224332677262,-0.10293224956185615,15254386612.9971,14581090462.8511,673296150.1459999,3890315,187719,train,-4239275851.985429,-5553027683.248227,1313751831.2627983
2025-12-09,ethusdt,30,synthetic_maker_q90_30s_60s,-0.2860533408343006,-0.31396490449956477,0.23146096898355492,-0.02791156366526415,16713570877.23268,15858272439.271389,855298437.9612901,7551673,421784,train,-4780972786.70328,-4978940991.923922,197968205.22064114
2025-12-09,ethusdt,120,synthetic_maker_q90_30s_60s,0.18146354989458902,0.15717443291452685,0.6318132959987565,-0.02428911698006217,16713570877.23268,15858272439.271389,855298437.9612901,7551673,421784,train,3032903902.797462,2492514977.646551,540388925.1509106
2025-12-09,ethusdt,300,synthetic_maker_q90_30s_60s,0.0949863176907914,-0.24332683271539465,6.367723260503158,-0.33831315040618604,16713570877.23268,15858272439.271389,855298437.9612901,7551673,421784,train,1587560553.0923824,-3858743204.9857426,5446303758.078125
2025-12-10,btcusdt,30,synthetic_maker_q90_30s_60s,-0.1824572519165939,-0.16545867118364047,-0.5826726761410455,0.016998580732953433,13470706686.3873,12921868698.1662,548837988.2211001,3760225,156826,train,-2457828123.3727136,-2138035224.0080576,-319792899.364656
2025-12-10,btcusdt,120,synthetic_maker_q90_30s_60s,-0.1660297585524035,-0.08638211058937839,-2.041257915465919,0.07964764796302512,13470706686.3873,12921868698.1662,548837988.2211001,3760225,156826,train,-2236538178.671131,-1116218290.9064198,-1120319887.7647114
2025-12-10,btcusdt,300,synthetic_maker_q90_30s_60s,-0.1318345547788081,0.18222564888699605,-7.526083499248715,0.3140602036658041,13470706686.3873,12921868698.1662,548837988.2211001,3760225,156826,train,-1775904618.555783,2354695908.355899,-4130600526.911682
2025-12-10,ethusdt,30,synthetic_maker_q90_30s_60s,0.0069412134723234,-0.029913670977442273,0.6792812556670978,-0.036854884449765674,15128259323.7465,14342085835.53397,786173488.2125299,7936021,495742,train,105008477.43079129,-429024436.8143984,534032914.24518967
2025-12-10,ethusdt,120,synthetic_maker_q90_30s_60s,0.4962018149260046,0.7070612924305213,-3.3504869515464724,0.21085947750451667,15128259323.7465,14342085835.53397,786173488.2125299,7936021,495742,train,7506669733.1142645,10140733747.022121,-2634064013.907856
2025-12-10,ethusdt,300,synthetic_maker_q90_30s_60s,1.3826842313772572,1.5803881039364367,-2.224008124413163,0.19770387255917954,15128259323.7465,14342085835.53397,786173488.2125299,7936021,495742,train,20917605615.130253,22666061840.113155,-1748456224.9829025
2025-12-11,btcusdt,30,synthetic_maker_q90_30s_60s,-0.282985807446621,-0.33403213504715096,0.9821241263461532,-0.05104632760052996,15703317180.4207,15094273484.9873,609043695.4334002,4227023,186243,train,-4443815891.891747,-5041972399.175908,598156507.2841607
2025-12-11,btcusdt,120,synthetic_maker_q90_30s_60s,-0.0627122394855855,-0.19726118853370056,3.2718902681467332,-0.13454894904811504,15703317180.4207,15094273484.9873,609043695.4334002,4227023,186243,train,-984790187.7366523,-2977514327.7013173,1992724139.964665
