strategy,split,horizon_s,days,pnl_all,pnl_kept,pnl_filtered,score,kept_turnover_per_day,constraint_ok,kept_trade_count,filtered_trade_count,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover
guard_q95w30_ret5s_gt-50,train,300,7,-0.08505801517955065,-0.29713256903582735,2.463679684502025,-0.21207455385627672,25832576419.89309,True,78390766,5594474,195874316413.89697,180828034939.25162,15046281474.645329
guard_q95w30_ret5s_gt0,train,30,7,0.030236575191214074,-0.011805623033586536,1.363449941806096,-0.04204219822480061,27126621147.581013,True,81480334,2504906,195874316413.89697,189886348033.06708,5987968380.829889
guard_q95w30_ret5s_gt0,train,120,7,-0.00946338082190134,-0.10050059746022208,2.877446419485041,-0.09103721663832073,27126621147.581013,True,81480334,2504906,195874316413.89697,189886348033.06708,5987968380.829889
guard_q95w30_ret5s_gt0,train,300,7,-0.08505801517955065,-0.19056464922084837,3.2606960297986745,-0.10550663404129772,27126621147.581013,True,81480334,2504906,195874316413.89697,189886348033.06708,5987968380.829889
guard_q95w30_ret5s_gt100,train,30,7,0.030236575191214074,0.030236575191214074,,0.0,27982045201.985283,True,83985240,0,195874316413.89697,195874316413.89697,0.0
guard_q95w30_ret5s_gt100,train,120,7,-0.00946338082190134,-0.00946338082190134,,0.0,27982045201.985283,True,83985240,0,195874316413.89697,195874316413.89697,0.0
guard_q95w30_ret5s_gt100,train,300,7,-0.08505801517955065,-0.08505801517955065,,0.0,27982045201.985283,True,83985240,0,195874316413.89697,195874316413.89697,0.0
guard_q95w30_ret5s_gt20,train,30,7,0.030236575191214074,0.021583684061230114,8.89221003494798,-0.00865289112998396,27954749994.05412,True,83900704,84536,195874316413.89697,195683249958.37885,191066455.51811
guard_q95w30_ret5s_gt20,train,120,7,-0.00946338082190134,-0.014467103613585244,5.115165822731402,-0.005003722791683903,27954749994.05412,True,83900704,84536,195874316413.89697,195683249958.37885,191066455.51811
guard_q95w30_ret5s_gt20,train,300,7,-0.08505801517955065,-0.10384943087427193,19.160420132675807,-0.018791415694721272,27954749994.05412,True,83900704,84536,195874316413.89697,195683249958.37885,191066455.51811
guard_q95w30_ret5s_gt50,train,30,7,0.030236575191214074,0.029818536560395615,4.466346198508113,-0.000418038630818459,27979408550.81232,True,83978896,6344,195874316413.89697,195855859855.68625,18456558.21071
guard_q95w30_ret5s_gt50,train,120,7,-0.00946338082190134,-0.005556103284338495,-41.4724053376876,0.003907277537562846,27979408550.81232,True,83978896,6344,195874316413.89697,195855859855.68625,18456558.21071
guard_q95w30_ret5s_gt50,train,300,7,-0.08505801517955065,-0.08458660136012491,-5.0875702873705,0.00047141381942573946,27979408550.81232,True,83978896,6344,195874316413.89697,195855859855.68625,18456558.21071
guard_q95w30_ret5s_lt-100,train,30,7,0.030236575191214074,0.03370163591552545,-103.58209832086484,0.0034650607243113737,27981109442.324535,True,83983322,1918,195874316413.89697,195867766096.27176,6550317.62521
guard_q95w30_ret5s_lt-100,train,120,7,-0.00946338082190134,-0.005627633559291894,-114.70607667873247,0.003835747262609447,27981109442.324535,True,83983322,1918,195874316413.89697,195867766096.27176,6550317.62521
guard_q95w30_ret5s_lt-100,train,300,7,-0.08505801517955065,-0.0824409653747887,-78.34014858492395,0.002617049804761948,27981109442.324535,True,83983322,1918,195874316413.89697,195867766096.27176,6550317.62521
guard_q95w30_ret5s_lt-20,train,30,7,0.030236575191214074,0.05233204854795454,-4.518382859100241,0.022095473356740468,27846776092.727776,True,83696963,288277,195874316413.89697,194927432649.09442,946883764.80254
guard_q95w30_ret5s_lt-20,train,120,7,-0.00946338082190134,-0.002385393800141635,-1.4665522968652989,0.007077987021759706,27846776092.727776,True,83696963,288277,195874316413.89697,194927432649.09442,946883764.80254
guard_q95w30_ret5s_lt-20,train,300,7,-0.08505801517955065,-0.0966209839720192,2.2953184410452865,-0.011562968792468542,27846776092.727776,True,83696963,288277,195874316413.89697,194927432649.09442,946883764.80254
guard_q95w30_ret5s_lt-50,train,30,7,0.030236575191214074,0.031143981366730418,-1.3050656227605066,0.000907406175516344,27963042883.3809,True,83949982,35258,195874316413.89697,195741300183.66632,133016230.23065999
guard_q95w30_ret5s_lt-50,train,120,7,-0.00946338082190134,-0.006070809156129407,-5.001834519839532,0.0033925716657719337,27963042883.3809,True,83949982,35258,195874316413.89697,195741300183.66632,133016230.23065999
guard_q95w30_ret5s_lt-50,train,300,7,-0.08505801517955065,-0.10256224865546161,25.67346343255516,-0.017504233475910957,27963042883.3809,True,83949982,35258,195874316413.89697,195741300183.66632,133016230.23065999
guard_q95w30_ret5s_lt0,train,30,7,0.030236575191214074,0.06271585171407593,-0.6400962472740492,0.03247927652286185,26688902148.388165,True,80903369,3081871,195874316413.89697,186822315038.71716,9052001375.179781
guard_q95w30_ret5s_lt0,train,120,7,-0.00946338082190134,-0.05639845112308473,0.9592194691625157,-0.04693507030118339,26688902148.388165,True,80903369,3081871,195874316413.89697,186822315038.71716,9052001375.179781
guard_q95w30_ret5s_lt0,train,300,7,-0.08505801517955065,-0.20232740923847747,2.335239858542456,-0.11726939405892682,26688902148.388165,True,80903369,3081871,195874316413.89697,186822315038.71716,9052001375.179781
