split,horizon_s,days,pnl_all,pnl_kept,pnl_filtered,score,kept_turnover_per_day,positive_symbol_days,symbol_days,positive_symbol_day_rate,daily_score_mean,daily_score_median,daily_score_p10,daily_score_p90
train,30,62.0,-0.06964367756812292,-0.02306302565503038,-1.0497446627360225,0.04658065191309255,21061279628.796352,83.0,124.0,0.6693548387096774,0.04258224726461127,0.02244013063201275,-0.08866903729275072,0.23504164300018016
train,120,62.0,0.055228486332410405,0.1749614070894683,-1.500202057905757,0.11973292075705791,20485338913.952377,84.0,124.0,0.6774193548387096,0.11372358503910529,0.05754684584679355,-0.25871991684608675,0.4865224220636073
train,300,62.0,0.10659503900076729,0.17188776393136082,-0.7416119372547549,0.06529272493059353,20485338913.952377,82.0,124.0,0.6612903225806451,0.10494117072232145,0.15606848981071986,-0.8986167542930279,0.8476908614557191
validation,30,28.0,-0.04640395062988962,-0.009729979052374457,-0.8708177987842262,0.03667397157751516,26011889166.834892,36.0,56.0,0.6428571428571429,0.01658422839381962,0.04291932598863405,-0.11161866742698709,0.19673368628223825
validation,120,28.0,-0.03259769448034572,0.07959493397183072,-1.3366768956552555,0.11219262845217644,25016780278.40625,34.0,56.0,0.6071428571428571,0.0697377647832669,0.05622675912548725,-0.358330552030225,0.5568456087259442
validation,300,28.0,0.024514989647874786,0.22897723243569768,-2.3520668047507747,0.20446224278782288,25016780278.40625,37.0,56.0,0.6607142857142857,0.19219240388735095,0.14830888661268815,-0.6197724423236386,1.1940311370775434
