strategy,date,symbol,horizon_s,pnl_all,pnl_kept,pnl_filtered,score,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover,kept_trade_count,filtered_trade_count
task3_maker_q90_win30,2025-12-25,btcusdt,300,-0.3719190916058736,-0.2854629745262352,-1.907516763903736,0.0864561170796384,4820501259.8751,4563566610.7065,256934649.1686,1465545,79082
task3_maker_q90_win60,2025-12-25,btcusdt,30,-0.1378484472592764,-0.1510902040068228,0.0228935778948443,-0.0132417567475463,4820501259.8751,4453617034.3064,366884225.5687,1430606,114021
task3_maker_q90_win60,2025-12-25,btcusdt,120,-0.1186974565163608,-0.0211435667971692,-1.302906628613579,0.0975538897191915,4820501259.8751,4453617034.3064,366884225.5687,1430606,114021
task3_maker_q90_win60,2025-12-25,btcusdt,300,-0.3719190916058736,-0.2796968328420103,-1.4914074586412822,0.0922222587638632,4820501259.8751,4453617034.3064,366884225.5687,1430606,114021
task3_maker_q95_win30,2025-12-25,btcusdt,30,-0.1378484472592764,-0.1862917711503846,1.042272625476639,-0.0484433238911081,4820501259.8751,4630424854.8525,190076405.0226,1487408,57219
task3_maker_q95_win30,2025-12-25,btcusdt,120,-0.1186974565163608,-0.06165258573466,-1.5083596162043549,0.0570448707817007,4820501259.8751,4630424854.8525,190076405.0226,1487408,57219
task3_maker_q95_win30,2025-12-25,btcusdt,300,-0.3719190916058736,-0.2112520187929659,-4.285907296616528,0.1606670728129076,4820501259.8751,4630424854.8525,190076405.0226,1487408,57219
task3_maker_q95_win60,2025-12-25,btcusdt,30,-0.1378484472592764,-0.1659741825025099,0.3389906619185272,-0.0281257352432334,4820501259.8751,4552007039.5886,268494220.2865,1462006,82621
task3_maker_q95_win60,2025-12-25,btcusdt,120,-0.1186974565163608,-0.0016188435342456,-2.1036290871159844,0.1170786129821151,4820501259.8751,4552007039.5886,268494220.2865,1462006,82621
task3_maker_q95_win60,2025-12-25,btcusdt,300,-0.3719190916058736,-0.175118754062023,-3.7084397844427888,0.1968003375438505,4820501259.8751,4552007039.5886,268494220.2865,1462006,82621
task3_maker_q99_win30,2025-12-25,btcusdt,30,-0.1378484472592764,-0.1793043975121708,2.3981293581655603,-0.0414559502528943,4820501259.8751,4742967371.7652,77533888.1099,1523199,21428
task3_maker_q99_win30,2025-12-25,btcusdt,120,-0.1186974565163608,-0.0436604238348007,-4.708925115140312,0.07503703268156,4820501259.8751,4742967371.7652,77533888.1099,1523199,21428
task3_maker_q99_win30,2025-12-25,btcusdt,300,-0.3719190916058736,-0.1979332403545268,-11.015126026672036,0.1739858512513467,4820501259.8751,4742967371.7652,77533888.1099,1523199,21428
task3_maker_q99_win60,2025-12-25,btcusdt,30,-0.1378484472592764,-0.1627027932278023,0.915509213118395,-0.0248543459685259,4820501259.8751,4709381734.8193,111119525.0558,1513532,31095
task3_maker_q99_win60,2025-12-25,btcusdt,120,-0.1186974565163608,0.0187028799510482,-5.941892206428293,0.137400336467409,4820501259.8751,4709381734.8193,111119525.0558,1513532,31095
task3_maker_q99_win60,2025-12-25,btcusdt,300,-0.3719190916058736,-0.1104331474020714,-11.45401406030722,0.2614859442038021,4820501259.8751,4709381734.8193,111119525.0558,1513532,31095
no_filter,2025-12-25,ethusdt,30,0.0820960466645157,0.0820960466645157,,0.0,5111681956.52001,5111681956.52001,0.0,2958944,0
no_filter,2025-12-25,ethusdt,120,0.1668512759838957,0.1668512759838957,,0.0,5111681956.52001,5111681956.52001,0.0,2958944,0
no_filter,2025-12-25,ethusdt,300,-0.0182033536127163,-0.0182033536127163,,0.0,5111681956.52001,5111681956.52001,0.0,2958944,0
task3_maker_q90_win30,2025-12-25,ethusdt,30,0.0820960466645157,0.2944899060635319,-3.065666328058676,0.2123938593990161,5111681956.52001,4788574998.652849,323106957.86716,2786610,172334
task3_maker_q90_win30,2025-12-25,ethusdt,120,0.1668512759838957,0.2619386660394847,-1.2423820680239646,0.0950873900555889,5111681956.52001,4788574998.652849,323106957.86716,2786610,172334
task3_maker_q90_win30,2025-12-25,ethusdt,300,-0.0182033536127163,0.1135877426316361,-1.971400377553688,0.1317910962443524,5111681956.52001,4788574998.652849,323106957.86716,2786610,172334
