date,split,symbol,variant,horizon_s,rule,pnl_all,pnl_kept,pnl_filtered,all_clipped_turnover,kept_clipped_turnover,filtered_clipped_turnover,kept_trade_count,filtered_trade_count
2026-02-18,validation,ethusdt,eth100_btc50_baseline_or_ret50_long,120,baseline_or_return5s_gt_50,-0.1524290936035496,9.612577839171172,-0.2462300930988049,920364542.5253999,8756749.7594,911607792.766,3213,737141
2026-02-18,validation,ethusdt,eth100_btc50_baseline_or_ret50_long,300,baseline_or_return5s_gt_50,-0.15161852203416767,8.287969104489926,-0.23268776859442622,920364542.5253999,8756749.7594,911607792.766,3213,737141
2026-02-18,validation,ethusdt,eth100_btc50_liq2_and_ret20_long,30,return5s_gt_100,-0.2696619223504626,,-0.2696619223504626,920364542.5253999,0.0,920364542.5253999,0,740354
2026-02-18,validation,ethusdt,eth100_btc50_liq2_and_ret20_long,120,liq2s_and_return5s_gt_20,-0.1524290936035496,,-0.1524290936035496,920364542.5253999,0.0,920364542.5253999,0,740354
2026-02-18,validation,ethusdt,eth100_btc50_liq2_and_ret20_long,300,liq2s_and_return5s_gt_20,-0.15161852203416767,,-0.15161852203416767,920364542.5253999,0.0,920364542.5253999,0,740354
2026-02-18,validation,ethusdt,eth100_btc50_liq2_or_ret50_long,30,return5s_gt_100,-0.2696619223504626,,-0.2696619223504626,920364542.5253999,0.0,920364542.5253999,0,740354
2026-02-18,validation,ethusdt,eth100_btc50_liq2_or_ret50_long,120,liq2s_or_return5s_gt_50,-0.1524290936035496,4.4622253413986055,-0.16745931337049352,920364542.5253999,2987953.2563,917376589.2691,806,739548
2026-02-18,validation,ethusdt,eth100_btc50_liq2_or_ret50_long,300,liq2s_or_return5s_gt_50,-0.15161852203416767,1.3051559139885265,-0.15636332800668157,920364542.5253999,2987953.2563,917376589.2691,806,739548
2026-02-18,validation,ethusdt,eth100_btc50_bybit_or_ret50_long,30,return5s_gt_100,-0.2696619223504626,,-0.2696619223504626,920364542.5253999,0.0,920364542.5253999,0,740354
2026-02-18,validation,ethusdt,eth100_btc50_bybit_or_ret50_long,120,bybit5s_or_return5s_gt_50,-0.1524290936035496,13.116299748108792,-0.18142423116478293,920364542.5253999,2006816.84765,918357725.6777501,444,739910
2026-02-18,validation,ethusdt,eth100_btc50_bybit_or_ret50_long,300,bybit5s_or_return5s_gt_50,-0.15161852203416767,11.375481984282864,-0.1768078124967264,920364542.5253999,2006816.84765,918357725.6777501,444,739910
2026-02-18,validation,ethusdt,eth100_btc50_ret5_long,30,return5s_gt_100,-0.2696619223504626,,-0.2696619223504626,920364542.5253999,0.0,920364542.5253999,0,740354
2026-02-18,validation,ethusdt,eth100_btc50_ret5_long,120,return5s_gt_50,-0.1524290936035496,13.116299748108792,-0.18142423116478293,920364542.5253999,2006816.84765,918357725.6777501,444,739910
2026-02-18,validation,ethusdt,eth100_btc50_ret5_long,300,return5s_gt_50,-0.15161852203416767,11.375481984282864,-0.1768078124967264,920364542.5253999,2006816.84765,918357725.6777501,444,739910
2026-02-19,validation,btcusdt,current_hybrid,30,return5s_gt_50,-0.08438071832873563,,-0.08438071832873563,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,current_hybrid,120,baseline_liq1s_d200_gt_100k,-0.09913975482240729,-1.7833202938342299,-0.0923425395435855,929650231.4157,3736910.637,925913320.7787,1038,423323
2026-02-19,validation,btcusdt,current_hybrid,300,baseline_liq1s_d200_gt_100k,-0.18555998518616737,7.670589109282842,-0.2172667621145834,929650231.4157,3736910.637,925913320.7787,1038,423323
2026-02-19,validation,btcusdt,eth100_btc50_liq2_long,30,return5s_gt_50,-0.08438071832873563,,-0.08438071832873563,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_liq2_long,120,liq2s_d200_gt_2m,-0.09913975482240729,-4.8524920818572195,-0.09757913966009152,929650231.4157,305121.5163,929345109.8994,146,424215
2026-02-19,validation,btcusdt,eth100_btc50_liq2_long,300,liq2s_d200_gt_2m,-0.18555998518616737,68.62883356138536,-0.2081530476325472,929650231.4157,305121.5163,929345109.8994,146,424215
2026-02-19,validation,btcusdt,eth100_btc50_baseline_and_ret20_long,30,return5s_gt_50,-0.08438071832873563,,-0.08438071832873563,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_baseline_and_ret20_long,120,baseline_and_return5s_gt_20,-0.09913975482240729,-18.620588595240573,-0.08635937975890709,929650231.4157,641045.1979,929009186.2177999,119,424242
2026-02-19,validation,btcusdt,eth100_btc50_baseline_and_ret20_long,300,baseline_and_return5s_gt_20,-0.18555998518616737,-7.111900870616933,-0.18078059481038392,929650231.4157,641045.1979,929009186.2177999,119,424242
2026-02-19,validation,btcusdt,eth100_btc50_baseline_or_ret50_long,30,return5s_gt_50,-0.08438071832873563,,-0.08438071832873563,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_baseline_or_ret50_long,120,baseline_or_return5s_gt_50,-0.09913975482240729,-1.7833202938342299,-0.0923425395435855,929650231.4157,3736910.637,925913320.7787,1038,423323
2026-02-19,validation,btcusdt,eth100_btc50_baseline_or_ret50_long,300,baseline_or_return5s_gt_50,-0.18555998518616737,7.670589109282842,-0.2172667621145834,929650231.4157,3736910.637,925913320.7787,1038,423323
2026-02-19,validation,btcusdt,eth100_btc50_liq2_and_ret20_long,30,return5s_gt_50,-0.08438071832873563,,-0.08438071832873563,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_liq2_and_ret20_long,120,liq2s_and_return5s_gt_20,-0.09913975482240729,,-0.09913975482240729,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_liq2_and_ret20_long,300,liq2s_and_return5s_gt_20,-0.18555998518616737,,-0.18555998518616737,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_liq2_or_ret50_long,30,return5s_gt_50,-0.08438071832873563,,-0.08438071832873563,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_liq2_or_ret50_long,120,liq2s_or_return5s_gt_50,-0.09913975482240729,-4.8524920818572195,-0.09757913966009152,929650231.4157,305121.5163,929345109.8994,146,424215
2026-02-19,validation,btcusdt,eth100_btc50_liq2_or_ret50_long,300,liq2s_or_return5s_gt_50,-0.18555998518616737,68.62883356138536,-0.2081530476325472,929650231.4157,305121.5163,929345109.8994,146,424215
2026-02-19,validation,btcusdt,eth100_btc50_bybit_or_ret50_long,30,return5s_gt_50,-0.08438071832873563,,-0.08438071832873563,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_bybit_or_ret50_long,120,bybit5s_or_return5s_gt_50,-0.09913975482240729,-5.811051752004148,-0.09310613835487129,929650231.4157,980973.4692000002,928669257.9465001,223,424138
2026-02-19,validation,btcusdt,eth100_btc50_bybit_or_ret50_long,300,bybit5s_or_return5s_gt_50,-0.18555998518616737,67.32364835633251,-0.256871425446571,929650231.4157,980973.4692000002,928669257.9465001,223,424138
2026-02-19,validation,btcusdt,eth100_btc50_ret5_long,30,return5s_gt_50,-0.08438071832873563,,-0.08438071832873563,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_ret5_long,120,return5s_gt_50,-0.09913975482240729,,-0.09913975482240729,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,btcusdt,eth100_btc50_ret5_long,300,return5s_gt_50,-0.18555998518616737,,-0.18555998518616737,929650231.4157,0.0,929650231.4157,0,424361
2026-02-19,validation,ethusdt,current_hybrid,30,return5s_gt_50,-0.212150811468821,11.372007507782236,-0.21462696898530545,777770546.33185,166215.85744,777604330.4744099,53,705873
2026-02-19,validation,ethusdt,current_hybrid,120,baseline_liq1s_d200_gt_100k,-0.3747430312193018,10.354200658592344,-0.42023213787741215,777770546.33185,3283707.64438,774486838.68747,1182,704744
2026-02-19,validation,ethusdt,current_hybrid,300,baseline_liq1s_d200_gt_100k,-0.39831691941631847,22.881960621542525,-0.4970217927671525,777770546.33185,3283707.64438,774486838.68747,1182,704744
2026-02-19,validation,ethusdt,eth100_btc50_liq2_long,30,return5s_gt_100,-0.212150811468821,,-0.212150811468821,777770546.33185,0.0,777770546.33185,0,705926
2026-02-19,validation,ethusdt,eth100_btc50_liq2_long,120,liq2s_d200_gt_2m,-0.3747430312193018,9.313519383026929,-0.37846019843575507,777770546.33185,298298.52121000004,777472247.8106401,160,705766
2026-02-19,validation,ethusdt,eth100_btc50_liq2_long,300,liq2s_d200_gt_2m,-0.39831691941631847,24.62675488555329,-0.4079184735986288,777770546.33185,298298.52121000004,777472247.8106401,160,705766
